audit_id,item_type,standard_reference,implementation_status,test_status,validation_status,implementation_target,test_file,validation_case,comments
SP16-PROC-7.1.2-SPECIAL-REDUCTION,procedure,7.1.2,implemented,explicit_boolean_reduction_test_passed,implementation_self_check_passed_no_standard_worked_example,standard_core.axial_members.single_angle_working_condition_factor,tests/test_axial_members.py,AXIAL-PROCEDURE-SELF-CHECK,Applicability is a mandatory explicit boolean and is not inferred from labels.
SP16-PROC-7.1.3-RELATIVE-SLENDERNESS,procedure,7.1.3,implemented,normal_zero_unit_consistency_and_domain_tests_passed,implementation_self_check_passed_no_standard_worked_example,standard_core.axial_members.relative_slenderness,tests/test_axial_members.py,AXIAL-PROCEDURE-SELF-CHECK,Definition visually verified below equation (9).
SP16-PROC-7.1.3-PHI-RULES,procedure,7.1.3,implemented,low_slenderness_boundary_node_and_cap_tests_passed,validated_against_Table_D1_printed_values,standard_core.axial_members.central_compression_stability_coefficient,tests/test_axial_members.py,AXIAL-PROCEDURE-SELF-CHECK,The clause text says “above”; Table D.1 uses capped values at boundary nodes. The implementation follows Table D.1 at equality and records the ambiguity.
SP16-PROC-7.2.1-STRENGTH,procedure,7.2.1,implemented,normal_boundary_domain_and_explicit_route_tests_passed,implementation_self_check_passed_no_standard_worked_example,standard_core/built_up_axial_members.py::built_up_axial_strength_utilization,tests/test_built_up_axial_members.py,BUILTUP-PROC-7.2.1-STRENGTH,Visually verified against supplied PDF pages 17-21. Ambiguous or externally solved routes are surfaced explicitly.
SP16-PROC-7.2.2-METHOD-SELECTION,procedure,7.2.2,implemented,normal_boundary_domain_and_explicit_route_tests_passed,implementation_self_check_passed_no_standard_worked_example,standard_core/built_up_axial_members.py::built_up_stability_method,tests/test_built_up_axial_members.py,BUILTUP-PROC-7.2.2-METHOD-SELECTION,Visually verified against supplied PDF pages 17-21. Ambiguous or externally solved routes are surfaced explicitly.
SP16-PROC-7.2.2-OVERALL-STABILITY,procedure,7.2.2,implemented,normal_boundary_domain_and_explicit_route_tests_passed,implementation_self_check_passed_no_standard_worked_example,standard_core/built_up_axial_members.py::lattice_built_up_stability_utilization,tests/test_built_up_axial_members.py,BUILTUP-PROC-7.2.2-OVERALL-STABILITY,Visually verified against supplied PDF pages 17-21. Ambiguous or externally solved routes are surfaced explicitly.
SP16-PROC-7.2.3-BATTEN-BRANCH-LIMIT,procedure,7.2.3,implemented,normal_boundary_domain_and_explicit_route_tests_passed,implementation_self_check_passed_no_standard_worked_example,standard_core/built_up_axial_members.py::batten_branch_slenderness_check,tests/test_built_up_axial_members.py,BUILTUP-PROC-7.2.3-BATTEN-BRANCH-LIMIT,Visually verified against supplied PDF pages 17-21. Ambiguous or externally solved routes are surfaced explicitly.
SP16-PROC-7.2.4-LATTICE-BRANCH-LIMIT,procedure,7.2.4,implemented,normal_boundary_domain_and_explicit_route_tests_passed,implementation_self_check_passed_no_standard_worked_example,standard_core/built_up_axial_members.py::lattice_branch_slenderness_assessment,tests/test_built_up_axial_members.py,BUILTUP-PROC-7.2.4-LATTICE-BRANCH-LIMIT,Visually verified against supplied PDF pages 17-21. Ambiguous or externally solved routes are surfaced explicitly.
SP16-PROC-7.2.5-BRANCH-PHI,procedure,7.2.5,implemented,normal_boundary_domain_and_explicit_route_tests_passed,implementation_self_check_passed_no_standard_worked_example,standard_core/built_up_axial_members.py::lattice_branch_stability_coefficient,tests/test_built_up_axial_members.py,BUILTUP-PROC-7.2.5-BRANCH-PHI,Visually verified against supplied PDF pages 17-21. Ambiguous or externally solved routes are surfaced explicitly.
SP16-PROC-7.2.5-REDUCED-RESISTANCE,procedure,7.2.5,implemented,normal_boundary_domain_and_explicit_route_tests_passed,implementation_self_check_passed_no_standard_worked_example,standard_core/built_up_axial_members.py::lattice_built_up_stability_utilization,tests/test_built_up_axial_members.py,BUILTUP-PROC-7.2.5-REDUCED-RESISTANCE,Visually verified against supplied PDF pages 17-21. Ambiguous or externally solved routes are surfaced explicitly.
SP16-PROC-7.2.6-CONNECTION-SPACING,procedure,7.2.6,implemented,normal_boundary_domain_and_explicit_route_tests_passed,implementation_self_check_passed_no_standard_worked_example,standard_core/built_up_axial_members.py::close_contact_connection_spacing_check,tests/test_built_up_axial_members.py,BUILTUP-PROC-7.2.6-CONNECTION-SPACING,Visually verified against supplied PDF pages 17-21. Ambiguous or externally solved routes are surfaced explicitly.
SP16-PROC-7.2.7-SHEAR-DISTRIBUTION,procedure,7.2.7,implemented,normal_boundary_domain_and_explicit_route_tests_passed,implementation_self_check_passed_no_standard_worked_example,standard_core/built_up_axial_members.py::distribute_fictitious_shear,tests/test_built_up_axial_members.py,BUILTUP-PROC-7.2.7-SHEAR-DISTRIBUTION,Visually verified against supplied PDF pages 17-21. Ambiguous or externally solved routes are surfaced explicitly.
SP16-PROC-7.2.10-RESTRAINT-FORCE,procedure,7.2.10,implemented,normal_boundary_domain_and_explicit_route_tests_passed,implementation_self_check_passed_no_standard_worked_example,standard_core/built_up_axial_members.py::reduced_length_brace_design_force_n,tests/test_built_up_axial_members.py,BUILTUP-PROC-7.2.10-RESTRAINT-FORCE,Visually verified against supplied PDF pages 17-21. Ambiguous or externally solved routes are surfaced explicitly.
SP16-PROC-7.2.10-COLUMN-SPACER,procedure,7.2.10,implemented,normal_boundary_domain_and_explicit_route_tests_passed,implementation_self_check_passed_no_standard_worked_example,standard_core/built_up_axial_members.py::column_branch_spacer_fictitious_shear_n,tests/test_built_up_axial_members.py,BUILTUP-PROC-7.2.10-COLUMN-SPACER,Visually verified against supplied PDF pages 17-21. Ambiguous or externally solved routes are surfaced explicitly.
SP16-PROC-7.3.1-WEB-GEOMETRY,procedure,7.3.1,implemented,normal_boundary_unit_sign_and_domain_tests_passed,implementation_self_check_passed_no_standard_worked_example,standard_core/local_stability.py::local_stability_geometry_rule_catalog,tests/test_local_stability.py,LOCAL-PROC-7.3.1-WEB-GEOMETRY,Procedure and applicability rules visually verified against supplied PDF pages 22-26; geometry classification remains explicit.
SP16-PROC-7.3.2-WEB-SLENDERNESS,procedure,7.3.2,implemented,normal_boundary_unit_sign_and_domain_tests_passed,implementation_self_check_passed_no_standard_worked_example,standard_core/local_stability.py::wall_relative_slenderness,tests/test_local_stability.py,LOCAL-PROC-7.3.2-WEB-SLENDERNESS,Procedure and applicability rules visually verified against supplied PDF pages 22-26; geometry classification remains explicit.
SP16-PROC-7.3.2-TABLE-9-ROUTING,procedure,7.3.2,implemented,normal_boundary_unit_sign_and_domain_tests_passed,implementation_self_check_passed_no_standard_worked_example,standard_core/local_stability.py::wall_slenderness_limit,tests/test_local_stability.py,LOCAL-PROC-7.3.2-TABLE-9-ROUTING,Procedure and applicability rules visually verified against supplied PDF pages 22-26; geometry classification remains explicit.
SP16-PROC-7.3.3-TRANSVERSE-STIFFENERS,procedure,7.3.3,implemented,normal_boundary_unit_sign_and_domain_tests_passed,implementation_self_check_passed_no_standard_worked_example,standard_core/local_stability.py::transverse_stiffener_requirements,tests/test_local_stability.py,LOCAL-PROC-7.3.3-TRANSVERSE-STIFFENERS,Procedure and applicability rules visually verified against supplied PDF pages 22-26; geometry classification remains explicit.
SP16-PROC-7.3.4-LONGITUDINAL-STIFFENER,procedure,7.3.4,implemented,normal_boundary_unit_sign_and_domain_tests_passed,implementation_self_check_passed_no_standard_worked_example,standard_core/local_stability.py::longitudinal_stiffener_wall_limit_multiplier_eq30,tests/test_local_stability.py,LOCAL-PROC-7.3.4-LONGITUDINAL-STIFFENER,Procedure and applicability rules visually verified against supplied PDF pages 22-26; geometry classification remains explicit.
SP16-PROC-7.3.5-REDUCED-AREA-TRIGGER,procedure,7.3.5,implemented,normal_boundary_unit_sign_and_domain_tests_passed,implementation_self_check_passed_no_standard_worked_example,standard_core/local_stability.py::reduced_area_required,tests/test_local_stability.py,LOCAL-PROC-7.3.5-REDUCED-AREA-TRIGGER,Procedure and applicability rules visually verified against supplied PDF pages 22-26; geometry classification remains explicit.
SP16-PROC-7.3.6-REDUCED-DIMENSIONS,procedure,7.3.6,implemented,normal_boundary_unit_sign_and_domain_tests_passed,implementation_self_check_passed_no_standard_worked_example,standard_core/local_stability.py::reduced_web_height_i_section_eq34; reduced_plate_dimension_box_eq35; reduced_web_height_channel_eq36,tests/test_local_stability.py,LOCAL-PROC-7.3.6-REDUCED-DIMENSIONS,Procedure and applicability rules visually verified against supplied PDF pages 22-26; geometry classification remains explicit.
SP16-PROC-7.3.7-FLANGE-GEOMETRY,procedure,7.3.7,implemented,normal_boundary_unit_sign_and_domain_tests_passed,implementation_self_check_passed_no_standard_worked_example,standard_core/local_stability.py::local_stability_geometry_rule_catalog,tests/test_local_stability.py,LOCAL-PROC-7.3.7-FLANGE-GEOMETRY,Procedure and applicability rules visually verified against supplied PDF pages 22-26; geometry classification remains explicit.
SP16-PROC-7.3.8-FLANGE-SLENDERNESS,procedure,7.3.8,implemented,normal_boundary_unit_sign_and_domain_tests_passed,implementation_self_check_passed_no_standard_worked_example,standard_core/local_stability.py::flange_relative_slenderness,tests/test_local_stability.py,LOCAL-PROC-7.3.8-FLANGE-SLENDERNESS,Procedure and applicability rules visually verified against supplied PDF pages 22-26; geometry classification remains explicit.
SP16-PROC-7.3.8-TABLE-10-ROUTING,procedure,7.3.8,implemented,normal_boundary_unit_sign_and_domain_tests_passed,implementation_self_check_passed_no_standard_worked_example,standard_core/local_stability.py::flange_slenderness_limit,tests/test_local_stability.py,LOCAL-PROC-7.3.8-TABLE-10-ROUTING,Procedure and applicability rules visually verified against supplied PDF pages 22-26; geometry classification remains explicit.
SP16-PROC-7.3.9-BOX-FLANGE,procedure,7.3.9,implemented,normal_boundary_unit_sign_and_domain_tests_passed,implementation_self_check_passed_no_standard_worked_example,standard_core/local_stability.py::flange_relative_slenderness; flange_slenderness_limit,tests/test_local_stability.py,LOCAL-PROC-7.3.9-BOX-FLANGE,Procedure and applicability rules visually verified against supplied PDF pages 22-26; geometry classification remains explicit.
SP16-PROC-7.3.10-EDGE-STIFFENER,procedure,7.3.10,implemented,normal_boundary_unit_sign_and_domain_tests_passed,implementation_self_check_passed_no_standard_worked_example,standard_core/local_stability.py::edge_stiffener_requirements,tests/test_local_stability.py,LOCAL-PROC-7.3.10-EDGE-STIFFENER,Procedure and applicability rules visually verified against supplied PDF pages 22-26; geometry classification remains explicit.
SP16-PROC-7.3.11-TWO-PLANE-INCREASE,procedure,7.3.11,implemented,normal_boundary_unit_sign_and_domain_tests_passed,implementation_self_check_passed_no_standard_worked_example,standard_core/local_stability.py::two_plane_slenderness_increase_factor; apply_two_plane_slenderness_increase,tests/test_local_stability.py,LOCAL-PROC-7.3.11-TWO-PLANE-INCREASE,Procedure and applicability rules visually verified against supplied PDF pages 22-26; geometry classification remains explicit.
SP16-PROC-8.1-CLASS-ROUTING,procedure,8.1,implemented,normal_boundary_unit_sign_and_domain_tests_passed,implementation_self_check_passed_no_standard_worked_example,standard_core/bending_members.py::bending_member_class_requirements,tests/test_bending_members.py,BEND-PROC-8.1,Procedure visually verified against supplied PDF pages 27-32 and Annex E pages 161-163; all engineering applicability decisions are explicit inputs.
SP16-PROC-8.2.1-ELASTIC-STRESS-POINT,procedure,8.2.1,implemented,normal_boundary_unit_sign_and_domain_tests_passed,implementation_self_check_passed_no_standard_worked_example,standard_core/bending_members.py::elastic_combined_normal_utilization_eq43,tests/test_bending_members.py,BEND-PROC-8.2.1-STRESS,Procedure visually verified against supplied PDF pages 27-32 and Annex E pages 161-163; all engineering applicability decisions are explicit inputs.
SP16-PROC-8.2.1-BOLT-HOLE-ADJUSTMENT,procedure,8.2.1,implemented,normal_boundary_unit_sign_and_domain_tests_passed,implementation_self_check_passed_no_standard_worked_example,standard_core/bending_members.py::apply_bolt_hole_factor,tests/test_bending_members.py,BEND-PROC-8.2.1-HOLES,Procedure visually verified against supplied PDF pages 27-32 and Annex E pages 161-163; all engineering applicability decisions are explicit inputs.
SP16-PROC-8.2.2-LOCAL-LOAD-LENGTH,procedure,8.2.2,implemented,normal_boundary_unit_sign_and_domain_tests_passed,implementation_self_check_passed_no_standard_worked_example,standard_core/bending_members.py::effective_load_length_by_case,tests/test_bending_members.py,BEND-PROC-8.2.2-LENGTH,Procedure visually verified against supplied PDF pages 27-32 and Annex E pages 161-163; all engineering applicability decisions are explicit inputs.
SP16-PROC-8.2.3-PLASTIC-APPLICABILITY,procedure,8.2.3,implemented,normal_boundary_unit_sign_and_domain_tests_passed,implementation_self_check_passed_no_standard_worked_example,standard_core/bending_members.py::plastic_bending_applicability,tests/test_bending_members.py,BEND-PROC-8.2.3-APPLICABILITY,Procedure visually verified against supplied PDF pages 27-32 and Annex E pages 161-163; all engineering applicability decisions are explicit inputs.
SP16-PROC-8.2.3-ANNEX-E1-INTERPOLATION,procedure,8.2.3; Annex E,implemented,normal_boundary_unit_sign_and_domain_tests_passed,implementation_self_check_passed_no_standard_worked_example,standard_core/bending_members.py::annex_e1_base_coefficients,tests/test_bending_members.py,BEND-PROC-E1-INTERPOLATION,Procedure visually verified against supplied PDF pages 27-32 and Annex E pages 161-163; all engineering applicability decisions are explicit inputs.
SP16-PROC-8.2.3-ANNEX-E1-CAP,procedure,8.2.3; Annex E,implemented,normal_boundary_unit_sign_and_domain_tests_passed,implementation_self_check_passed_no_standard_worked_example,standard_core/bending_members.py::apply_annex_e1_load_factor_cap,tests/test_bending_members.py,BEND-PROC-E1-CAP,Procedure visually verified against supplied PDF pages 27-32 and Annex E pages 161-163; all engineering applicability decisions are explicit inputs.
SP16-PROC-8.2.3-TABLE-10A-INTERPOLATION,procedure,8.2.3,implemented,normal_boundary_unit_sign_and_domain_tests_passed,implementation_self_check_passed_no_standard_worked_example,standard_core/bending_members.py::constrained_torsion_coefficient_table_10a,tests/test_bending_members.py,BEND-PROC-10A-INTERPOLATION,Procedure visually verified against supplied PDF pages 27-32 and Annex E pages 161-163; all engineering applicability decisions are explicit inputs.
SP16-PROC-8.2.3-PURE-BENDING-COEFFICIENTS,procedure,8.2.3,implemented,normal_boundary_unit_sign_and_domain_tests_passed,implementation_self_check_passed_no_standard_worked_example,standard_core/bending_members.py::pure_bending_modified_coefficients,tests/test_bending_members.py,BEND-PROC-PURE-BENDING,Procedure visually verified against supplied PDF pages 27-32 and Annex E pages 161-163; all engineering applicability decisions are explicit inputs.
SP16-PROC-8.2.4-VARIABLE-SECTION-ROUTING,procedure,8.2.4,implemented,normal_boundary_unit_sign_and_domain_tests_passed,implementation_self_check_passed_no_standard_worked_example,standard_core/bending_members.py::variable_section_plastic_routing,tests/test_bending_members.py,BEND-PROC-8.2.4,Procedure visually verified against supplied PDF pages 27-32 and Annex E pages 161-163; all engineering applicability decisions are explicit inputs.
SP16-PROC-8.2.5-CONTINUOUS-BEAM-APPLICABILITY,procedure,8.2.5,implemented,normal_boundary_unit_sign_and_domain_tests_passed,implementation_self_check_passed_no_standard_worked_example,standard_core/bending_members.py::continuous_beam_partial_redistribution_applicability,tests/test_bending_members.py,BEND-PROC-8.2.5-APPLICABILITY,Procedure visually verified against supplied PDF pages 27-32 and Annex E pages 161-163; all engineering applicability decisions are explicit inputs.
SP16-PROC-8.2.5-EFFECTIVE-MOMENT-ROUTING,procedure,8.2.5,implemented,normal_boundary_unit_sign_and_domain_tests_passed,implementation_self_check_passed_no_standard_worked_example,standard_core/bending_members.py::effective_moment_by_end_condition,tests/test_bending_members.py,BEND-PROC-8.2.5-MOMENT,Procedure visually verified against supplied PDF pages 27-32 and Annex E pages 161-163; all engineering applicability decisions are explicit inputs.
SP16-PROC-8.2.6-BIAXIAL-REDISTRIBUTION,procedure,8.2.6,implemented,normal_boundary_unit_sign_and_domain_tests_passed,implementation_self_check_passed_no_standard_worked_example,standard_core/bending_members.py::biaxial_redistribution_route,tests/test_bending_members.py,BEND-PROC-8.2.6,Procedure visually verified against supplied PDF pages 27-32 and Annex E pages 161-163; all engineering applicability decisions are explicit inputs.
SP16-PROC-8.2.7-CLASS-3-ROUTING,procedure,8.2.7,implemented,normal_boundary_unit_sign_and_domain_tests_passed,implementation_self_check_passed_no_standard_worked_example,standard_core/bending_members.py::class_3_plastic_hinge_route,tests/test_bending_members.py,BEND-PROC-8.2.7,Procedure visually verified against supplied PDF pages 27-32 and Annex E pages 161-163; all engineering applicability decisions are explicit inputs.
SP16-PROC-8.2.8-BIMETAL-APPLICABILITY,procedure,8.2.8,implemented,normal_boundary_unit_sign_and_domain_tests_passed,implementation_self_check_passed_no_standard_worked_example,standard_core/bending_members.py::bimetal_bending_applicability,tests/test_bending_members.py,BEND-PROC-8.2.8-APPLICABILITY,Procedure visually verified against supplied PDF pages 27-32 and Annex E pages 161-163; all engineering applicability decisions are explicit inputs.
SP16-PROC-8.2.8-BIMETAL-MINOR-COEFFICIENT,procedure,8.2.8,implemented,normal_boundary_unit_sign_and_domain_tests_passed,implementation_self_check_passed_no_standard_worked_example,standard_core/bending_members.py::bimetal_minor_axis_coefficient,tests/test_bending_members.py,BEND-PROC-8.2.8-CYR,Procedure visually verified against supplied PDF pages 27-32 and Annex E pages 161-163; all engineering applicability decisions are explicit inputs.
SP16-PROC-8.3.1-CRANE-ROUTING,procedure,8.3.1,implemented,normal_boundary_unit_sign_tested,implementation_self_check_passed_no_standard_worked_example,standard_core.runner._run_crane_runway_and_bending_stability_case,tests/test_crane_runway_and_bending_stability.py,V07-SP16-PROC-8.3.1-CRANE-ROUTING,Implemented and traced in v0.7; diagram/category choices remain explicit engineering inputs where applicable.
SP16-PROC-8.3.2-SUPPORT-BETA,procedure,8.3.2,implemented,normal_boundary_unit_sign_tested,implementation_self_check_passed_no_standard_worked_example,standard_core.runner._run_crane_runway_and_bending_stability_case,tests/test_crane_runway_and_bending_stability.py,V07-SP16-PROC-8.3.2-SUPPORT-BETA,Implemented and traced in v0.7; diagram/category choices remain explicit engineering inputs where applicable.
SP16-PROC-8.3.3-STRESS-BUNDLE,procedure,8.3.3,implemented,normal_boundary_unit_sign_tested,implementation_self_check_passed_no_standard_worked_example,standard_core.crane_runway_and_bending_stability.crane_runway_stress_components_eq67,tests/test_crane_runway_and_bending_stability.py,V07-SP16-PROC-8.3.3-STRESS-BUNDLE,Implemented and traced in v0.7; diagram/category choices remain explicit engineering inputs where applicable.
SP16-PROC-8.3.4-MONORAIL-LOCAL-STRESS,procedure,8.3.4,no_code_explanatory,not_applicable_documented_requirement,not_reproducible_from_standard_alone,docs/limitations.md,,,Clause 8.3.4 requires longitudinal and transverse local wheel-pressure stresses but supplies no calculation method; no formula is invented.
SP16-PROC-8.3.5-BIMETAL-CRANE-ROUTING,procedure,8.3.5,implemented,normal_boundary_unit_sign_tested,implementation_self_check_passed_no_standard_worked_example,standard_core.runner._run_crane_runway_and_bending_stability_case,tests/test_crane_runway_and_bending_stability.py,V07-SP16-PROC-8.3.5-BIMETAL-CRANE-ROUTING,Implemented and traced in v0.7; diagram/category choices remain explicit engineering inputs where applicable.
SP16-PROC-8.4.2-EFFECTIVE-LENGTH,procedure,8.4.2,implemented,normal_boundary_unit_sign_tested,implementation_self_check_passed_no_standard_worked_example,standard_core.crane_runway_and_bending_stability.effective_length_by_restraint,tests/test_crane_runway_and_bending_stability.py,V07-SP16-PROC-8.4.2-EFFECTIVE-LENGTH,Implemented and traced in v0.7; diagram/category choices remain explicit engineering inputs where applicable.
SP16-PROC-8.4.4-STABILITY-EXEMPTION,procedure,8.4.4,implemented,normal_boundary_unit_sign_tested,implementation_self_check_passed_no_standard_worked_example,standard_core.crane_runway_and_bending_stability.lateral_stability_check_exemption,tests/test_crane_runway_and_bending_stability.py,V07-SP16-PROC-8.4.4-STABILITY-EXEMPTION,Implemented and traced in v0.7; diagram/category choices remain explicit engineering inputs where applicable.
SP16-PROC-8.4.4-TABLE-11-ROUTING,procedure,8.4.4,implemented,normal_boundary_unit_sign_tested,implementation_self_check_passed_no_standard_worked_example,standard_core.crane_runway_and_bending_stability.table_11_limit,tests/test_crane_runway_and_bending_stability.py,V07-SP16-PROC-8.4.4-TABLE-11-ROUTING,Implemented and traced in v0.7; diagram/category choices remain explicit engineering inputs where applicable.
SP16-PROC-8.4.5-DISCRETE-BRACING-FORCE,procedure,8.4.5,implemented,normal_boundary_unit_sign_tested,implementation_self_check_passed_no_standard_worked_example,standard_core.crane_runway_and_bending_stability.discrete_bracing_fictitious_force,tests/test_crane_runway_and_bending_stability.py,V07-SP16-PROC-8.4.5-DISCRETE-BRACING-FORCE,Implemented and traced in v0.7; diagram/category choices remain explicit engineering inputs where applicable.
SP16-PROC-8.4.6-CLASS-2-3-LIMIT,procedure,8.4.6,implemented,normal_boundary_unit_sign_tested,implementation_self_check_passed_no_standard_worked_example,standard_core.crane_runway_and_bending_stability.class_2_3_stability_reduction_eq76,tests/test_crane_runway_and_bending_stability.py,V07-SP16-PROC-8.4.6-CLASS-2-3-LIMIT,Implemented and traced in v0.7; diagram/category choices remain explicit engineering inputs where applicable.
SP16-PROC-ANNEX-ZH-TABLE-1,procedure,Ж.3,implemented,normal_boundary_unit_sign_tested,implementation_self_check_passed_no_standard_worked_example,standard_core.crane_runway_and_bending_stability.annex_zh_table_1_psi,tests/test_crane_runway_and_bending_stability.py,V07-SP16-PROC-ANNEX-ZH-TABLE-1,Implemented and traced in v0.7; diagram/category choices remain explicit engineering inputs where applicable.
SP16-PROC-ANNEX-ZH-TABLE-2,procedure,Ж.3,implemented,normal_boundary_unit_sign_tested,implementation_self_check_passed_no_standard_worked_example,standard_core.crane_runway_and_bending_stability.annex_zh_table_2_psi,tests/test_crane_runway_and_bending_stability.py,V07-SP16-PROC-ANNEX-ZH-TABLE-2,Implemented and traced in v0.7; diagram/category choices remain explicit engineering inputs where applicable.
SP16-PROC-ANNEX-ZH-TABLE-3,procedure,Ж.4,implemented,normal_boundary_unit_sign_tested,implementation_self_check_passed_no_standard_worked_example,standard_core.crane_runway_and_bending_stability.annex_zh_table_3_phi_b,tests/test_crane_runway_and_bending_stability.py,V07-SP16-PROC-ANNEX-ZH-TABLE-3,Implemented and traced in v0.7; diagram/category choices remain explicit engineering inputs where applicable.
SP16-PROC-ANNEX-ZH-TABLE-4,procedure,Ж.5,implemented,normal_boundary_unit_sign_tested,implementation_self_check_passed_no_standard_worked_example,standard_core.crane_runway_and_bending_stability.annex_zh_table_4_b,tests/test_crane_runway_and_bending_stability.py,V07-SP16-PROC-ANNEX-ZH-TABLE-4,Implemented and traced in v0.7; diagram/category choices remain explicit engineering inputs where applicable.
SP16-PROC-ANNEX-ZH-TABLE-5,procedure,Ж.5,implemented,normal_boundary_unit_sign_tested,implementation_self_check_passed_no_standard_worked_example,standard_core.crane_runway_and_bending_stability.annex_zh_table_5_c_d,tests/test_crane_runway_and_bending_stability.py,V07-SP16-PROC-ANNEX-ZH-TABLE-5,Implemented and traced in v0.7; diagram/category choices remain explicit engineering inputs where applicable.
SP16-PROC-ANNEX-ZH-SYMMETRIC-I,procedure,Ж.1-Ж.3,implemented,normal_boundary_unit_sign_tested,implementation_self_check_passed_no_standard_worked_example,standard_core.crane_runway_and_bending_stability.annex_zh_symmetric_i_phi_b,tests/test_crane_runway_and_bending_stability.py,V07-SP16-PROC-ANNEX-ZH-SYMMETRIC-I,Implemented and traced in v0.7; diagram/category choices remain explicit engineering inputs where applicable.
SP16-PROC-ANNEX-ZH-MONOSYMMETRIC-I,procedure,Ж.4-Ж.6,implemented,normal_boundary_unit_sign_tested,implementation_self_check_passed_no_standard_worked_example,standard_core.crane_runway_and_bending_stability.apply_less_developed_compressed_flange_modifier,tests/test_crane_runway_and_bending_stability.py,V07-SP16-PROC-ANNEX-ZH-MONOSYMMETRIC-I,Implemented and traced in v0.7; diagram/category choices remain explicit engineering inputs where applicable.
SP16-PROC-ANNEX-ZH-CHANNEL,procedure,Ж.7,implemented,normal_boundary_unit_sign_tested,implementation_self_check_passed_no_standard_worked_example,standard_core.crane_runway_and_bending_stability.annex_zh_channel_phi_b,tests/test_crane_runway_and_bending_stability.py,V07-SP16-PROC-ANNEX-ZH-CHANNEL,Implemented and traced in v0.7; diagram/category choices remain explicit engineering inputs where applicable.
SP16-PROC-TABLE-12-LOOKUP,procedure,8.5.4,implemented,normal_boundary_unit_sign_tested,implementation_self_check_passed_no_standard_worked_example,standard_core.crane_runway_and_bending_stability.table_12_c_cr_coefficient,tests/test_crane_runway_and_bending_stability.py,V07-SP16-PROC-TABLE-12-LOOKUP,Implemented and traced in v0.7; diagram/category choices remain explicit engineering inputs where applicable.
SP16-PROC-TABLE-13-LOOKUP,procedure,8.5.4,implemented,normal_boundary_unit_sign_tested,implementation_self_check_passed_no_standard_worked_example,standard_core.crane_runway_and_bending_stability.table_13_beta,tests/test_crane_runway_and_bending_stability.py,V07-SP16-PROC-TABLE-13-LOOKUP,Implemented and traced in v0.7; diagram/category choices remain explicit engineering inputs where applicable.
SP16-PROC-ANNEX-ZH-INTERPOLATION,procedure,Ж.6,implemented,normal_boundary_unit_sign_tested,implementation_self_check_passed_no_standard_worked_example,standard_core.crane_runway_and_bending_stability.annex_zh_interpolate_psi_a_for_n,tests/test_crane_runway_and_bending_stability.py,ZH-PROC-INTERPOLATION,Implemented exactly over 0.9<=n<=1.0; endpoint values remain explicit audited inputs.
SP16-PROC-ANNEX-ZH-T-SECTION-MODIFIER,procedure,Ж.6,implemented,normal_boundary_unit_sign_tested,implementation_self_check_passed_no_standard_worked_example,standard_core.crane_runway_and_bending_stability.apply_t_section_low_alpha_modifier,tests/test_crane_runway_and_bending_stability.py,ZH-PROC-T-MODIFIER,Strict alpha<40 condition and listed load cases are enforced.
SP16-PROC-8.4.3-CRANE-STABILITY-ROUTING,procedure,8.4.3,implemented,normal_boundary_unit_sign_tested,implementation_self_check_passed_no_standard_worked_example,standard_core.crane_runway_and_bending_stability.crane_runway_lateral_torsional_stability_utilization,tests/test_crane_runway_and_bending_stability.py,STAB-PROC-8.4.3,Upper-flange substitutions are explicit in the wrapper API.
SP16-PROC-8.5.1-PRELIMINARY-WEB-ROUTING,procedure,8.5.1,implemented,tests/test_bending_member_local_stability.py,implementation_self_check,standard_core.bending_member_local_stability.preliminary_web_check_exemption_8_5_1,tests/test_bending_member_local_stability.py,BLS-SP16-PROC-8.5.1-PRELIMINARY-WEB-ROUTING,"Implemented and traced in v0.8; geometry, stress extraction, and diagram classification remain explicit engineering inputs where applicable."
SP16-PROC-8.5.5-DOUBLE-CHECK-ROUTING,procedure,8.5.5,implemented,tests/test_bending_member_local_stability.py,implementation_self_check,standard_core/bending_member_local_stability.py::panel_check_routing_8_5_5,tests/test_bending_member_local_stability.py,BLS-SP16-PROC-8.5.5-DOUBLE-CHECK-ROUTING,"Implemented and traced in v0.8; geometry, stress extraction, and diagram classification remain explicit engineering inputs where applicable."
SP16-PROC-8.5.6-ASYMMETRIC-COMPRESSED-FLANGE-ROUTING,procedure,8.5.6,implemented,tests/test_bending_member_local_stability.py,implementation_self_check,standard_core/bending_member_local_stability.py::asymmetric_compressed_flange_substitution_8_5_6,tests/test_bending_member_local_stability.py,BLS-SP16-PROC-8.5.6-ASYMMETRIC-COMPRESSED-FLANGE-ROUTING,"Implemented and traced in v0.8; geometry, stress extraction, and diagram classification remain explicit engineering inputs where applicable."
SP16-PROC-8.5.9-TRANSVERSE-STIFFENER-ROUTING,procedure,8.5.9,implemented,tests/test_bending_member_local_stability.py,implementation_self_check,standard_core.bending_member_local_stability.transverse_stiffener_requirements_8_5_9,tests/test_bending_member_local_stability.py,BLS-SP16-PROC-8.5.9-TRANSVERSE-STIFFENER-ROUTING,"Implemented and traced in v0.8; geometry, stress extraction, and diagram classification remain explicit engineering inputs where applicable."
