audit_id,standard,clause,annex,page,equation_number,topic,normative_status,short_description,input_variables,output_variables,units,time_basis,planned_module,planned_function,implementation_status,test_status,validation_status,comments
SP16-EQ-095,СП 16.13330.2017 «Стальные конструкции»,8.5.12,,44,95,members in bending,normative calculation expression,Implemented scalar calculation for equation (95) in clauses 8.5.2-8.5.19; visually verified against the supplied PDF.,explicit unit-suffixed engineering inputs; see structured function docstring,"stress, coefficient, slenderness, height, or utilization as defined by the equation","N, mm, N/mm2, and dimensionless as identified in function arguments",not_applicable,standard_core/bending_member_local_stability.py,lower_plate_critical_normal_eq95,implemented,tests/test_bending_member_local_stability.py,implementation_self_check_BLS-EQ-095,Formula transcription was visually checked on PDF pages 37-47. No normative worked example was present; validation is arithmetic and table-consistency checking.
SP16-EQ-096,СП 16.13330.2017 «Стальные конструкции»,8.5.12,,44,96,members in bending,normative calculation expression,Implemented scalar calculation for equation (96) in clauses 8.5.2-8.5.19; visually verified against the supplied PDF.,explicit unit-suffixed engineering inputs; see structured function docstring,"stress, coefficient, slenderness, height, or utilization as defined by the equation","N, mm, N/mm2, and dimensionless as identified in function arguments",not_applicable,standard_core/bending_member_local_stability.py,lower_plate_relative_slenderness_eq96,implemented,tests/test_bending_member_local_stability.py,implementation_self_check_BLS-EQ-096,Formula transcription was visually checked on PDF pages 37-47. No normative worked example was present; validation is arithmetic and table-consistency checking.
SP16-EQ-097,СП 16.13330.2017 «Стальные конструкции»,8.5.18,,46,97,members in bending,normative calculation expression,Implemented scalar calculation for equation (97) in clauses 8.5.2-8.5.19; visually verified against the supplied PDF.,explicit unit-suffixed engineering inputs; see structured function docstring,"stress, coefficient, slenderness, height, or utilization as defined by the equation","N, mm, N/mm2, and dimensionless as identified in function arguments",not_applicable,standard_core/bending_member_local_stability.py,flange_outstand_limit_eq97,implemented,tests/test_bending_member_local_stability.py,implementation_self_check_BLS-EQ-097,Formula transcription was visually checked on PDF pages 37-47. No normative worked example was present; validation is arithmetic and table-consistency checking.
SP16-EQ-098,СП 16.13330.2017 «Стальные конструкции»,8.5.18,,46,98,members in bending,normative calculation expression,Implemented scalar calculation for equation (98) in clauses 8.5.2-8.5.19; visually verified against the supplied PDF.,explicit unit-suffixed engineering inputs; see structured function docstring,"stress, coefficient, slenderness, height, or utilization as defined by the equation","N, mm, N/mm2, and dimensionless as identified in function arguments",not_applicable,standard_core/bending_member_local_stability.py,box_flange_plate_limit_eq98,implemented,tests/test_bending_member_local_stability.py,implementation_self_check_BLS-EQ-098,Formula transcription was visually checked on PDF pages 37-47. No normative worked example was present; validation is arithmetic and table-consistency checking.
SP16-EQ-099,СП 16.13330.2017 «Стальные конструкции»,8.5.19,,47,99,members in bending,normative calculation expression,Implemented scalar calculation for equation (99) in clauses 8.5.2-8.5.19; visually verified against the supplied PDF.,explicit unit-suffixed engineering inputs; see structured function docstring,"stress, coefficient, slenderness, height, or utilization as defined by the equation","N, mm, N/mm2, and dimensionless as identified in function arguments",not_applicable,standard_core/bending_member_local_stability.py,class_2_3_flange_outstand_limit_eq99,implemented,tests/test_bending_member_local_stability.py,implementation_self_check_BLS-EQ-099,Formula transcription was visually checked on PDF pages 37-47. No normative worked example was present; validation is arithmetic and table-consistency checking.
SP16-EQ-100,СП 16.13330.2017 «Стальные конструкции»,8.5.19,,47,100,members in bending,normative calculation expression,Implemented scalar calculation for equation (100) in clauses 8.5.2-8.5.19; visually verified against the supplied PDF.,explicit unit-suffixed engineering inputs; see structured function docstring,"stress, coefficient, slenderness, height, or utilization as defined by the equation","N, mm, N/mm2, and dimensionless as identified in function arguments",not_applicable,standard_core/bending_member_local_stability.py,class_2_3_box_flange_limit_eq100,implemented,tests/test_bending_member_local_stability.py,implementation_self_check_BLS-EQ-100,Formula transcription was visually checked on PDF pages 37-47. No normative worked example was present; validation is arithmetic and table-consistency checking.
SP16-EQ-101,СП 16.13330.2017 «Стальные конструкции»,8.6.2,,47,101,members in bending,normative calculation expression,Base-plate required thickness,maximum_unit_width_moment_n_mm_per_mm; design_yield_resistance_n_mm2; working_condition_factor,required_thickness_mm,N*mm/mm; N/mm2; mm,not_applicable,standard_core/base_plates_and_combined_force_strength.py,base_plate_required_thickness_eq101,implemented,passed: tests/test_base_plates_and_combined_force_strength.py,implementation_self_check_passed_no_standard_worked_example,"Formula transcribed by visual audit from supplied PDF pages 47-48; units, signs, applicability, and limitations are explicit in the public API."
SP16-EQ-102,СП 16.13330.2017 «Стальные конструкции»,8.6.2,,47,102,members in bending,normative calculation expression,Cantilever base-plate unit-width moment,foundation_pressure_n_mm2; cantilever_projection_mm,unit_width_moment_n_mm_per_mm,N/mm2; mm; N*mm/mm,not_applicable,standard_core/base_plates_and_combined_force_strength.py,base_plate_cantilever_moment_eq102,implemented,passed: tests/test_base_plates_and_combined_force_strength.py,implementation_self_check_passed_no_standard_worked_example,"Formula transcribed by visual audit from supplied PDF pages 47-48; units, signs, applicability, and limitations are explicit in the public API."
SP16-EQ-103,СП 16.13330.2017 «Стальные конструкции»,8.6.2,,47,103,members in bending,normative calculation expression,Four-side-supported base-plate moments,foundation_pressure_n_mm2; short_side_mm; alpha_1; alpha_2,two unit-width moments,N/mm2; mm; N*mm/mm,not_applicable,standard_core/base_plates_and_combined_force_strength.py,base_plate_four_side_moments_eq103,implemented,passed: tests/test_base_plates_and_combined_force_strength.py,implementation_self_check_passed_no_standard_worked_example,"Formula transcribed by visual audit from supplied PDF pages 47-48; units, signs, applicability, and limitations are explicit in the public API."
SP16-EQ-104,СП 16.13330.2017 «Стальные конструкции»,8.6.2,,47,104,members in bending,normative calculation expression,Three-side-supported base-plate moment,foundation_pressure_n_mm2; free_side_length_mm; alpha_3,unit_width_moment_n_mm_per_mm,N/mm2; mm; N*mm/mm,not_applicable,standard_core/base_plates_and_combined_force_strength.py,base_plate_three_side_moment_eq104,implemented,passed: tests/test_base_plates_and_combined_force_strength.py,implementation_self_check_passed_no_standard_worked_example,"Formula transcribed by visual audit from supplied PDF pages 47-48; units, signs, applicability, and limitations are explicit in the public API."
SP16-EQ-105,СП 16.13330.2017 «Стальные конструкции»,9.1.1,,48,105,members under axial force and bending,normative calculation expression,"Combined axial force, biaxial bending, and bimoment strength utilization","N; An; Mx; My; B; n; cx; cy; Wxn,min; Wyn,min; Womega,n,min; Ry; gamma_c",utilization,N; mm; N/mm2; dimensionless,not_applicable,standard_core/base_plates_and_combined_force_strength.py,combined_force_strength_utilization_eq105,implemented,passed: tests/test_base_plates_and_combined_force_strength.py,implementation_self_check_passed_no_standard_worked_example,"Formula transcribed by visual audit from supplied PDF pages 47-48; units, signs, applicability, and limitations are explicit in the public API."
SP16-EQ-106,СП 16.13330.2017 «Стальные конструкции»,9.1.1,,48,106,members under axial force and bending,normative calculation expression,Elastic point-stress utilization under combined force and bending,"signed N; An; signed Mx; y; Ixn; signed My; x; Iyn; signed B; omega; Iomega,n; Ry; gamma_c",utilization,N; mm; N/mm2; dimensionless,not_applicable,standard_core/base_plates_and_combined_force_strength.py,combined_force_point_utilization_eq106,implemented,passed: tests/test_base_plates_and_combined_force_strength.py,implementation_self_check_passed_no_standard_worked_example,"Formula transcribed by visual audit from supplied PDF pages 47-48; units, signs, applicability, and limitations are explicit in the public API."
SP16-EQ-107,СП 16.13330.2017 «Стальные конструкции»,9.1.3,,48,107,members under axial force and bending,normative calculation expression,High-strength asymmetric-section tension-fiber utilization,N; An; M; delta; Wtn; Ru; gamma_u; gamma_c,utilization,N; mm; N/mm2; dimensionless,not_applicable,standard_core/base_plates_and_combined_force_strength.py,high_strength_asymmetric_tension_fiber_utilization_eq107,implemented,passed: tests/test_base_plates_and_combined_force_strength.py,implementation_self_check_passed_no_standard_worked_example,"Formula transcribed by visual audit from supplied PDF pages 47-48; units, signs, applicability, and limitations are explicit in the public API."
SP16-EQ-108,СП 16.13330.2017 «Стальные конструкции»,9.1.3,,48,108,members under axial force and bending,normative calculation expression,Delta coefficient for high-strength asymmetric-section check,N; relative slenderness; A; Ry,delta,N; mm2; N/mm2; dimensionless,not_applicable,standard_core/base_plates_and_combined_force_strength.py,high_strength_asymmetric_delta_eq108,implemented,passed: tests/test_base_plates_and_combined_force_strength.py,implementation_self_check_passed_no_standard_worked_example,"Formula transcribed by visual audit from supplied PDF pages 47-48; units, signs, applicability, and limitations are explicit in the public API."
SP16-EQ-109,СП 16.13330.2017 «Стальные конструкции»,9.2.2,,48,109,members under axial force and bending,normative calculation expression,In-plane beam-column stability utilization N/(phi_e A R_y gamma_c).,explicit unit-labelled scalar inputs documented in public API,dimensionless coefficient/utilization or explicitly labelled scalar result,"N, mm, N/mm2, or dimensionless as documented",not_applicable,standard_core/beam_column_stability.py,beam_column_in_plane_utilization_eq109,implemented,passed: tests/test_beam_column_stability.py,implementation_self_check_passed,Formula visually transcribed from Section 9.2 and implemented without hidden interpolation or geometry classification.
SP16-EQ-110,СП 16.13330.2017 «Стальные конструкции»,9.2.2,,49,110,members under axial force and bending,normative calculation expression,Effective relative eccentricity m_eff=eta*m.,explicit unit-labelled scalar inputs documented in public API,dimensionless coefficient/utilization or explicitly labelled scalar result,"N, mm, N/mm2, or dimensionless as documented",not_applicable,standard_core/beam_column_stability.py,effective_relative_eccentricity_eq110,implemented,passed: tests/test_beam_column_stability.py,implementation_self_check_passed,Formula visually transcribed from Section 9.2 and implemented without hidden interpolation or geometry classification.
SP16-EQ-111,СП 16.13330.2017 «Стальные конструкции»,9.2.4,,50,111,members under axial force and bending,normative calculation expression,Out-of-plane beam-column stability utilization N/(c phi_y A R_y gamma_c).,explicit unit-labelled scalar inputs documented in public API,dimensionless coefficient/utilization or explicitly labelled scalar result,"N, mm, N/mm2, or dimensionless as documented",not_applicable,standard_core/beam_column_stability.py,beam_column_out_of_plane_utilization_eq111,implemented,passed: tests/test_beam_column_stability.py,implementation_self_check_passed,Formula visually transcribed from Section 9.2 and implemented without hidden interpolation or geometry classification.
SP16-EQ-112,СП 16.13330.2017 «Стальные конструкции»,9.2.5,,50,112,members under axial force and bending,normative calculation expression,Out-of-plane coefficient c for m_x<=5.,explicit unit-labelled scalar inputs documented in public API,dimensionless coefficient/utilization or explicitly labelled scalar result,"N, mm, N/mm2, or dimensionless as documented",not_applicable,standard_core/beam_column_stability.py,out_of_plane_coefficient_c_eq112,implemented,passed: tests/test_beam_column_stability.py,implementation_self_check_passed,Formula visually transcribed from Section 9.2 and implemented without hidden interpolation or geometry classification.
SP16-EQ-113,СП 16.13330.2017 «Стальные конструкции»,9.2.5,,50,113,members under axial force and bending,normative calculation expression,Out-of-plane coefficient c for m_x>=10.,explicit unit-labelled scalar inputs documented in public API,dimensionless coefficient/utilization or explicitly labelled scalar result,"N, mm, N/mm2, or dimensionless as documented",not_applicable,standard_core/beam_column_stability.py,out_of_plane_coefficient_c_eq113,implemented,passed: tests/test_beam_column_stability.py,implementation_self_check_passed,Formula visually transcribed from Section 9.2 and implemented without hidden interpolation or geometry classification.
SP16-EQ-114,СП 16.13330.2017 «Стальные конструкции»,9.2.5,,50,114,members under axial force and bending,normative calculation expression,Linear interpolation of c for 5<m_x<10.,explicit unit-labelled scalar inputs documented in public API,dimensionless coefficient/utilization or explicitly labelled scalar result,"N, mm, N/mm2, or dimensionless as documented",not_applicable,standard_core/beam_column_stability.py,out_of_plane_coefficient_c_eq114,implemented,passed: tests/test_beam_column_stability.py,implementation_self_check_passed,Formula visually transcribed from Section 9.2 and implemented without hidden interpolation or geometry classification.
SP16-EQ-115,СП 16.13330.2017 «Стальные конструкции»,9.2.8,,52,115,members under axial force and bending,normative calculation expression,Additional central-compression stability utilization outside the bending plane.,explicit unit-labelled scalar inputs documented in public API,dimensionless coefficient/utilization or explicitly labelled scalar result,"N, mm, N/mm2, or dimensionless as documented",not_applicable,standard_core/beam_column_stability.py,central_compression_out_of_plane_utilization_eq115,implemented,passed: tests/test_beam_column_stability.py,implementation_self_check_passed,Formula visually transcribed from Section 9.2 and implemented without hidden interpolation or geometry classification.
SP16-EQ-116,СП 16.13330.2017 «Стальные конструкции»,9.2.9,,52,116,members under axial force and bending,normative calculation expression,Biaxial beam-column stability utilization.,explicit unit-labelled scalar inputs documented in public API,dimensionless coefficient/utilization or explicitly labelled scalar result,"N, mm, N/mm2, or dimensionless as documented",not_applicable,standard_core/beam_column_stability.py,biaxial_beam_column_utilization_eq116,implemented,passed: tests/test_beam_column_stability.py,implementation_self_check_passed,Formula visually transcribed from Section 9.2 and implemented without hidden interpolation or geometry classification.
SP16-EQ-117,СП 16.13330.2017 «Стальные конструкции»,9.2.9,,52,117,members under axial force and bending,normative calculation expression,Biaxial stability coefficient phi_exy.,explicit unit-labelled scalar inputs documented in public API,dimensionless coefficient/utilization or explicitly labelled scalar result,"N, mm, N/mm2, or dimensionless as documented",not_applicable,standard_core/beam_column_stability.py,biaxial_stability_coefficient_eq117,implemented,passed: tests/test_beam_column_stability.py,implementation_self_check_passed,Formula visually transcribed from Section 9.2 and implemented without hidden interpolation or geometry classification.
SP16-EQ-118,СП 16.13330.2017 «Стальные конструкции»,9.2.9,,52,118,members under axial force and bending,normative calculation expression,Relative eccentricity m_x.,explicit unit-labelled scalar inputs documented in public API,dimensionless coefficient/utilization or explicitly labelled scalar result,"N, mm, N/mm2, or dimensionless as documented",not_applicable,standard_core/beam_column_stability.py,relative_eccentricity_x_eq118,implemented,passed: tests/test_beam_column_stability.py,implementation_self_check_passed,Formula visually transcribed from Section 9.2 and implemented without hidden interpolation or geometry classification.
SP16-EQ-119,СП 16.13330.2017 «Стальные конструкции»,9.2.9,,52,119,members under axial force and bending,normative calculation expression,Relative eccentricity m_y.,explicit unit-labelled scalar inputs documented in public API,dimensionless coefficient/utilization or explicitly labelled scalar result,"N, mm, N/mm2, or dimensionless as documented",not_applicable,standard_core/beam_column_stability.py,relative_eccentricity_y_eq119,implemented,passed: tests/test_beam_column_stability.py,implementation_self_check_passed,Formula visually transcribed from Section 9.2 and implemented without hidden interpolation or geometry classification.
SP16-EQ-120,СП 16.13330.2017 «Стальные конструкции»,9.2.10,,52,120,members under axial force and bending,normative calculation expression,Box-section major-axis interaction utilization.,explicit unit-labelled scalar inputs documented in public API,dimensionless coefficient/utilization or explicitly labelled scalar result,"N, mm, N/mm2, or dimensionless as documented",not_applicable,standard_core/beam_column_stability.py,box_major_axis_utilization_eq120,implemented,passed: tests/test_beam_column_stability.py,implementation_self_check_passed,Formula visually transcribed from Section 9.2 and implemented without hidden interpolation or geometry classification.
SP16-EQ-121,СП 16.13330.2017 «Стальные конструкции»,9.2.10,,53,121,members under axial force and bending,normative calculation expression,Box-section minor-axis interaction utilization.,explicit unit-labelled scalar inputs documented in public API,dimensionless coefficient/utilization or explicitly labelled scalar result,"N, mm, N/mm2, or dimensionless as documented",not_applicable,standard_core/beam_column_stability.py,box_minor_axis_utilization_eq121,implemented,passed: tests/test_beam_column_stability.py,implementation_self_check_passed,Formula visually transcribed from Section 9.2 and implemented without hidden interpolation or geometry classification.
SP16-EQ-122,СП 16.13330.2017 «Стальные конструкции»,9.2.10,,53,122,members under axial force and bending,normative calculation expression,Box-section delta_x or delta_y reduction coefficient.,explicit unit-labelled scalar inputs documented in public API,dimensionless coefficient/utilization or explicitly labelled scalar result,"N, mm, N/mm2, or dimensionless as documented",not_applicable,standard_core/beam_column_stability.py,box_delta_eq122,implemented,passed: tests/test_beam_column_stability.py,implementation_self_check_passed,Formula visually transcribed from Section 9.2 and implemented without hidden interpolation or geometry classification.
SP16-EQ-123,СП 16.13330.2017 «Стальные конструкции»,9.3.2,,53,123,built-up beam-columns and combined local stability,normative calculation expression,Implemented equation (123) for Sections 9.3-9.4 with visually verified formula and domain.,"explicit unit-labelled force, section, stress, and slenderness parameters",dimensionless coefficient/limit or force as named by function,"N, mm, N/mm2, or dimensionless as explicit in API",not_applicable,standard_core/built_up_beam_columns_and_combined_local_stability.py,built_up_relative_eccentricity_eq123,implemented,passed: tests/test_built_up_beam_columns_and_combined_local_stability.py,implementation_self_check_passed,Formula visually transcribed from supplied PDF pages 53-57; no unstated interpolation or default is applied.
SP16-EQ-124,СП 16.13330.2017 «Стальные конструкции»,9.3.3,,54,124,built-up beam-columns and combined local stability,normative calculation expression,Implemented equation (124) for Sections 9.3-9.4 with visually verified formula and domain.,"explicit unit-labelled force, section, stress, and slenderness parameters",dimensionless coefficient/limit or force as named by function,"N, mm, N/mm2, or dimensionless as explicit in API",not_applicable,standard_core/built_up_beam_columns_and_combined_local_stability.py,biaxial_branch_additional_force_eq124,implemented,passed: tests/test_built_up_beam_columns_and_combined_local_stability.py,implementation_self_check_passed,Formula visually transcribed from supplied PDF pages 53-57; no unstated interpolation or default is applied.
SP16-EQ-125,СП 16.13330.2017 «Стальные конструкции»,9.4.2,,55,125,built-up beam-columns and combined local stability,normative calculation expression,Implemented equation (125) for Sections 9.3-9.4 with visually verified formula and domain.,"explicit unit-labelled force, section, stress, and slenderness parameters",dimensionless coefficient/limit or force as named by function,"N, mm, N/mm2, or dimensionless as explicit in API",not_applicable,standard_core/built_up_beam_columns_and_combined_local_stability.py,web_limit_eq125,implemented,passed: tests/test_built_up_beam_columns_and_combined_local_stability.py,implementation_self_check_passed,Formula visually transcribed from supplied PDF pages 53-57; no unstated interpolation or default is applied.
SP16-EQ-126,СП 16.13330.2017 «Стальные конструкции»,9.4.2,,55,126,built-up beam-columns and combined local stability,normative calculation expression,Implemented equation (126) for Sections 9.3-9.4 with visually verified formula and domain.,"explicit unit-labelled force, section, stress, and slenderness parameters",dimensionless coefficient/limit or force as named by function,"N, mm, N/mm2, or dimensionless as explicit in API",not_applicable,standard_core/built_up_beam_columns_and_combined_local_stability.py,web_limit_eq126,implemented,passed: tests/test_built_up_beam_columns_and_combined_local_stability.py,implementation_self_check_passed,Formula visually transcribed from supplied PDF pages 53-57; no unstated interpolation or default is applied.
SP16-EQ-127,СП 16.13330.2017 «Стальные конструкции»,9.4.2,,55,127,built-up beam-columns and combined local stability,normative calculation expression,Implemented equation (127) for Sections 9.3-9.4 with visually verified formula and domain.,"explicit unit-labelled force, section, stress, and slenderness parameters",dimensionless coefficient/limit or force as named by function,"N, mm, N/mm2, or dimensionless as explicit in API",not_applicable,standard_core/built_up_beam_columns_and_combined_local_stability.py,web_limit_eq127,implemented,passed: tests/test_built_up_beam_columns_and_combined_local_stability.py,implementation_self_check_passed,Formula visually transcribed from supplied PDF pages 53-57; no unstated interpolation or default is applied.
SP16-EQ-128,СП 16.13330.2017 «Стальные конструкции»,9.4.2,,55,128,built-up beam-columns and combined local stability,normative calculation expression,Implemented equation (128) for Sections 9.3-9.4 with visually verified formula and domain.,"explicit unit-labelled force, section, stress, and slenderness parameters",dimensionless coefficient/limit or force as named by function,"N, mm, N/mm2, or dimensionless as explicit in API",not_applicable,standard_core/built_up_beam_columns_and_combined_local_stability.py,web_limit_eq128,implemented,passed: tests/test_built_up_beam_columns_and_combined_local_stability.py,implementation_self_check_passed,Formula visually transcribed from supplied PDF pages 53-57; no unstated interpolation or default is applied.
SP16-EQ-129,СП 16.13330.2017 «Стальные конструкции»,9.4.2,,55,129,built-up beam-columns and combined local stability,normative calculation expression,Implemented equation (129) for Sections 9.3-9.4 with visually verified formula and domain.,"explicit unit-labelled force, section, stress, and slenderness parameters",dimensionless coefficient/limit or force as named by function,"N, mm, N/mm2, or dimensionless as explicit in API",not_applicable,standard_core/built_up_beam_columns_and_combined_local_stability.py,web_limit_eq129,implemented,passed: tests/test_built_up_beam_columns_and_combined_local_stability.py,implementation_self_check_passed,Formula visually transcribed from supplied PDF pages 53-57; no unstated interpolation or default is applied.
SP16-EQ-130,СП 16.13330.2017 «Стальные конструкции»,9.4.2,,55,130,built-up beam-columns and combined local stability,normative calculation expression,Implemented equation (130) for Sections 9.3-9.4 with visually verified formula and domain.,"explicit unit-labelled force, section, stress, and slenderness parameters",dimensionless coefficient/limit or force as named by function,"N, mm, N/mm2, or dimensionless as explicit in API",not_applicable,standard_core/built_up_beam_columns_and_combined_local_stability.py,web_limit_eq130,implemented,passed: tests/test_built_up_beam_columns_and_combined_local_stability.py,implementation_self_check_passed,Formula visually transcribed from supplied PDF pages 53-57; no unstated interpolation or default is applied.
SP16-EQ-131,СП 16.13330.2017 «Стальные конструкции»,9.4.3,,56,131,built-up beam-columns and combined local stability,normative calculation expression,Implemented equation (131) for Sections 9.3-9.4 with visually verified formula and domain.,"explicit unit-labelled force, section, stress, and slenderness parameters",dimensionless coefficient/limit or force as named by function,"N, mm, N/mm2, or dimensionless as explicit in API",not_applicable,standard_core/built_up_beam_columns_and_combined_local_stability.py,web_limit_adjustment_eq131,implemented,passed: tests/test_built_up_beam_columns_and_combined_local_stability.py,implementation_self_check_passed,Formula visually transcribed from supplied PDF pages 53-57; no unstated interpolation or default is applied.
SP16-EQ-132,СП 16.13330.2017 «Стальные конструкции»,9.4.7,,57,132,built-up beam-columns and combined local stability,normative calculation expression,Implemented equation (132) for Sections 9.3-9.4 with visually verified formula and domain.,"explicit unit-labelled force, section, stress, and slenderness parameters",dimensionless coefficient/limit or force as named by function,"N, mm, N/mm2, or dimensionless as explicit in API",not_applicable,standard_core/built_up_beam_columns_and_combined_local_stability.py,flange_limit_eq132,implemented,passed: tests/test_built_up_beam_columns_and_combined_local_stability.py,implementation_self_check_passed,Formula visually transcribed from supplied PDF pages 53-57; no unstated interpolation or default is applied.
SP16-EQ-133,СП 16.13330.2017 «Стальные конструкции»,9.4.7,,57,133,built-up beam-columns and combined local stability,normative calculation expression,Implemented equation (133) for Sections 9.3-9.4 with visually verified formula and domain.,"explicit unit-labelled force, section, stress, and slenderness parameters",dimensionless coefficient/limit or force as named by function,"N, mm, N/mm2, or dimensionless as explicit in API",not_applicable,standard_core/built_up_beam_columns_and_combined_local_stability.py,flange_limit_eq133,implemented,passed: tests/test_built_up_beam_columns_and_combined_local_stability.py,implementation_self_check_passed,Formula visually transcribed from supplied PDF pages 53-57; no unstated interpolation or default is applied.
SP16-EQ-134,СП 16.13330.2017 «Стальные конструкции»,9.4.7,,57,134,built-up beam-columns and combined local stability,normative calculation expression,Implemented equation (134) for Sections 9.3-9.4 with visually verified formula and domain.,"explicit unit-labelled force, section, stress, and slenderness parameters",dimensionless coefficient/limit or force as named by function,"N, mm, N/mm2, or dimensionless as explicit in API",not_applicable,standard_core/built_up_beam_columns_and_combined_local_stability.py,flange_limit_eq134,implemented,passed: tests/test_built_up_beam_columns_and_combined_local_stability.py,implementation_self_check_passed,Formula visually transcribed from supplied PDF pages 53-57; no unstated interpolation or default is applied.
SP16-EQ-135,СП 16.13330.2017 «Стальные конструкции»,9.4.7,,57,135,built-up beam-columns and combined local stability,normative calculation expression,Implemented equation (135) for Sections 9.3-9.4 with visually verified formula and domain.,"explicit unit-labelled force, section, stress, and slenderness parameters",dimensionless coefficient/limit or force as named by function,"N, mm, N/mm2, or dimensionless as explicit in API",not_applicable,standard_core/built_up_beam_columns_and_combined_local_stability.py,flange_limit_eq135,implemented,passed: tests/test_built_up_beam_columns_and_combined_local_stability.py,implementation_self_check_passed,Formula visually transcribed from supplied PDF pages 53-57; no unstated interpolation or default is applied.
SP16-EQ-136,СП 16.13330.2017 «Стальные конструкции»,10.1.2,,58,136,effective lengths and limiting slenderness,normative calculation expression,Расчетное выражение (136) к п. 10.1.2: Расчетные длины сжимающими или растягивающими усилиями на участках (число участков равной длины. Детальная расшифровка символов отложена до визуального аудита,pending_symbol_level_extraction_and_visual_verification,pending_symbol_level_extraction_and_visual_verification,pending_clause_specific_unit_extraction,not_applicable_or_pending,standard_core/effective_lengths_and_limiting_slenderness.py,truss_chord_effective_length_in_plane_eq136,implemented,passed,passed,Visually transcribed from Section 10 pages 58-70; scalar formula implemented with explicit domain checks and no unstated extrapolation.
SP16-EQ-137,СП 16.13330.2017 «Стальные конструкции»,10.1.2,,59,137,effective lengths and limiting slenderness,normative calculation expression,Расчетное выражение (137) к п. 10.1.2: Расчетные длины сжимающими или растягивающими усилиями на участках (число участков равной длины. Детальная расшифровка символов отложена до визуального аудита,pending_symbol_level_extraction_and_visual_verification,pending_symbol_level_extraction_and_visual_verification,pending_clause_specific_unit_extraction,not_applicable_or_pending,standard_core/effective_lengths_and_limiting_slenderness.py,truss_chord_effective_length_out_of_plane_eq137,implemented,passed,passed,Visually transcribed from Section 10 pages 58-70; scalar formula implemented with explicit domain checks and no unstated extrapolation.
SP16-EQ-138,СП 16.13330.2017 «Стальные конструкции»,10.1.2,,60,138,effective lengths and limiting slenderness,normative calculation expression,Расчетное выражение (138) к п. 10.1.2: Расчетные длины сжимающими или растягивающими усилиями на участках (число участков равной длины. Детальная расшифровка символов отложена до визуального аудита,pending_symbol_level_extraction_and_visual_verification,pending_symbol_level_extraction_and_visual_verification,pending_clause_specific_unit_extraction,not_applicable_or_pending,standard_core/effective_lengths_and_limiting_slenderness.py,built_up_column_branch_effective_length_in_plane_eq138,implemented,passed,passed,Current Change-6 text verified; equation (138) enforces printed lower bound lef >= 0.6*l. Legacy 0.61*l transcription remediated in Stage N7.
SP16-EQ-139,СП 16.13330.2017 «Стальные конструкции»,10.1.2,,60,139,effective lengths and limiting slenderness,normative calculation expression,Расчетное выражение (139) к п. 10.1.2: Расчетные длины сжимающими или растягивающими усилиями на участках (число участков равной длины. Детальная расшифровка символов отложена до визуального аудита,pending_symbol_level_extraction_and_visual_verification,pending_symbol_level_extraction_and_visual_verification,pending_clause_specific_unit_extraction,not_applicable_or_pending,standard_core/effective_lengths_and_limiting_slenderness.py,built_up_column_branch_effective_length_out_of_plane_eq139,implemented,passed,passed,"Current Change-6 text verified; equation (139) enforces printed lower bound lef,1 >= 0.5*l1. Legacy 0.51*l1 transcription remediated in Stage N7."
SP16-EQ-140,СП 16.13330.2017 «Стальные конструкции»,10.3.1,,65,140,effective lengths and limiting slenderness,normative calculation expression,Расчетное выражение (140) к п. 10.3.1: Расчетные длины определять по формуле. Детальная расшифровка символов отложена до визуального аудита,pending_symbol_level_extraction_and_visual_verification,pending_symbol_level_extraction_and_visual_verification,pending_clause_specific_unit_extraction,not_applicable_or_pending,standard_core/effective_lengths_and_limiting_slenderness.py,column_effective_length_eq140,implemented,passed,passed,Visually transcribed from Section 10 pages 58-70; scalar formula implemented with explicit domain checks and no unstated extrapolation.
SP16-EQ-141,СП 16.13330.2017 «Стальные конструкции»,10.3.4,,66,141,effective lengths and limiting slenderness,normative calculation expression,Расчетное выражение (141) к п. 10.3.4: Коэффициенты расчетной длины m колонн постоянного сечения в плоскости свободных или несвободных рам. Детальная расшифровка символов отложена до визуального аудита,pending_symbol_level_extraction_and_visual_verification,pending_symbol_level_extraction_and_visual_verification,pending_clause_specific_unit_extraction,not_applicable_or_pending,standard_core/effective_lengths_and_limiting_slenderness.py,sway_frame_mu_eq141,implemented,passed,passed,Current execution follows official FAU FCS clarification letter No. Исх-8076 dated 10.11.2023: mu = 2*sqrt(1+0.38/n); printed typo is not executed.
SP16-EQ-142,СП 16.13330.2017 «Стальные конструкции»,10.3.4,,67,142,effective lengths and limiting slenderness,normative calculation expression,Расчетное выражение (142) к п. 10.3.4: Коэффициенты расчетной длины m колонн постоянного сечения в плоскости свободных или несвободных рам. Детальная расшифровка символов отложена до визуального аудита,pending_symbol_level_extraction_and_visual_verification,pending_symbol_level_extraction_and_visual_verification,pending_clause_specific_unit_extraction,not_applicable_or_pending,standard_core/effective_lengths_and_limiting_slenderness.py,sway_frame_mu_eq142,implemented,passed,passed,Visually transcribed from Section 10 pages 58-70; scalar formula implemented with explicit domain checks and no unstated extrapolation.
