audit_id,standard,clause,page,short_description,planned_module,planned_function,implementation_status,test_status,validation_status,comments
SP16-PROC-9.4.9-TWO-PLANE-INCREASE,СП 16.13330.2017 «Стальные конструкции»,9.4,53-58,"Audited routing, interpolation, stiffener, branch-force, or local-stability procedure for Sections 9.3-9.4.",standard_core/built_up_beam_columns_and_combined_local_stability.py,see module public API and implementation map,implemented,passed: tests/test_built_up_beam_columns_and_combined_local_stability.py,implementation_self_check_passed,"Explicit procedure; global analysis, automatic geometry classification, and Section 16 remain external."
SP16-PROC-9.4.10-TENSION-MEMBER-BENDING-ROUTE,СП 16.13330.2017 «Стальные конструкции»,9.4,53-58,"Audited routing, interpolation, stiffener, branch-force, or local-stability procedure for Sections 9.3-9.4.",standard_core/built_up_beam_columns_and_combined_local_stability.py,see module public API and implementation map,implemented,passed: tests/test_built_up_beam_columns_and_combined_local_stability.py,implementation_self_check_passed,"Explicit procedure; global analysis, automatic geometry classification, and Section 16 remain external."
SP16-PROC-10.1.1-TABLE-24-ROUTING,СП 16.13330.2017 «Стальные конструкции»,10.1.1,59,Route truss members through Table 24 effective-length cases.,standard_core/effective_lengths_and_limiting_slenderness.py,table_24_effective_length,implemented,passed,passed,Implemented in v0.12 with explicit selectors and documented external boundaries.
SP16-PROC-10.1.3-TABLE-25-ROUTING,СП 16.13330.2017 «Стальные конструкции»,10.1.3,61,Route crossing lattice members through Table 25.,standard_core/effective_lengths_and_limiting_slenderness.py,table_25_cross_lattice_effective_length,implemented,passed,passed,Implemented in v0.12 with explicit selectors and documented external boundaries.
SP16-PROC-10.1.4-SINGLE-ANGLE-RADIUS-SELECTION,СП 16.13330.2017 «Стальные конструкции»,10.1.4,61,Select single-angle radius of gyration.,standard_core/effective_lengths_and_limiting_slenderness.py,single_angle_radius_selection_clause_10_1_4,implemented,passed,passed,Implemented in v0.12 with explicit selectors and documented external boundaries.
SP16-PROC-10.2.1-TABLE-26-ROUTING,СП 16.13330.2017 «Стальные конструкции»,10.2.1,61-62,Route structural-space-frame members through Table 26.,standard_core/effective_lengths_and_limiting_slenderness.py,table_26_structural_member_effective_length,implemented,passed,passed,Implemented in v0.12 with explicit selectors and documented external boundaries.
SP16-PROC-10.2.2-RADIUS-SELECTION,СП 16.13330.2017 «Стальные конструкции»,10.2.2,62,Select radius of gyration for structural members.,standard_core/effective_lengths_and_limiting_slenderness.py,structural_member_radius_selection_clause_10_2_2,implemented,passed,passed,Implemented in v0.12 with explicit selectors and documented external boundaries.
SP16-PROC-10.2.3-TABLE-27-ROUTING,СП 16.13330.2017 «Стальные конструкции»,10.2.3,63-64,Route spatial-lattice members through Table 27.,standard_core/effective_lengths_and_limiting_slenderness.py,table_27_spatial_member_properties,implemented,passed,passed,Implemented in v0.12 with explicit selectors and documented external boundaries.
SP16-PROC-10.2.3-TABLE-28-ROUTING,СП 16.13330.2017 «Стальные конструкции»,10.2.3,64,Calculate conditional diagonal length by Table 28.,standard_core/effective_lengths_and_limiting_slenderness.py,table_28_intersection_conditional_length,implemented,passed,passed,Implemented in v0.12 with explicit selectors and documented external boundaries.
SP16-PROC-10.2.3-TABLE-29-ROUTING,СП 16.13330.2017 «Стальные конструкции»,10.2.3,65,Calculate diagonal effective-length factor by Table 29.,standard_core/effective_lengths_and_limiting_slenderness.py,table_29_diagonal_length_factor,implemented,passed,passed,Implemented in v0.12 with explicit selectors and documented external boundaries.
SP16-PROC-10.2.4-FIG15C-SPECIAL-ROUTING,СП 16.13330.2017 «Стальные конструкции»,10.2.4,62,Apply special routing for Figure 15c diagonal attachments.,standard_core/effective_lengths_and_limiting_slenderness.py,table_29_end_connection_adjustment,implemented,passed,passed,Implemented in v0.12 with explicit selectors and documented external boundaries.
SP16-PROC-10.2.5-TUBE-AND-DOUBLE-ANGLE-ROUTING,СП 16.13330.2017 «Стальные конструкции»,10.2.5,62,Route tube and double-angle members to 10.1.1-10.1.3.,standard_core/effective_lengths_and_limiting_slenderness.py,table_24_effective_length,implemented,passed,passed,Implemented in v0.12 with explicit selectors and documented external boundaries.
SP16-PROC-10.3.2-LOAD-COMBINATION-CONSISTENCY,СП 16.13330.2017 «Стальные конструкции»,10.3.2,65-66,Require effective-length parameters from the governing axial-force combination.,standard_core/effective_lengths_and_limiting_slenderness.py,column_effective_length_eq140,implemented,passed,passed,Implemented in v0.12 with explicit selectors and documented external boundaries.
SP16-PROC-10.3.3-TABLE-30-ROUTING,СП 16.13330.2017 «Стальные конструкции»,10.3.3,66,Lookup Table 30 end-restraint/load diagram factor.,standard_core/effective_lengths_and_limiting_slenderness.py,table_30_effective_length_factor,implemented,passed,passed,Implemented in v0.12 with explicit selectors and documented external boundaries.
SP16-PROC-10.3.4-TABLE-31-PARAMETERS,СП 16.13330.2017 «Стальные конструкции»,10.3.4,66-69,Calculate p and n frame stiffness parameters.,standard_core/effective_lengths_and_limiting_slenderness.py,table_31_multistory_parameters,implemented,passed,passed,Implemented in v0.12 with explicit selectors and documented external boundaries.
SP16-PROC-10.3.4-TABLE-31-SPECIAL-CASES,СП 16.13330.2017 «Стальные конструкции»,10.3.4,67-68,Evaluate explicit special cases from Table 31.,standard_core/effective_lengths_and_limiting_slenderness.py,table_31_special_case_mu,implemented,passed,passed,Implemented in v0.12 with explicit selectors and documented external boundaries.
SP16-PROC-10.3.5-GLOBAL-FRAME-STABILITY-ROUTE,СП 16.13330.2017 «Стальные конструкции»,10.3.5,69,Route H/B >= 6 sway frames to global cantilever-frame stability check.,standard_core/effective_lengths_and_limiting_slenderness.py,slenderness_check,implemented,passed,passed,Implemented in v0.12 with explicit selectors and documented external boundaries.
SP16-PROC-10.3.7-STEPPED-COLUMN-EXTERNAL-ROUTE,СП 16.13330.2017 «Стальные конструкции»,10.3.7,69,Route stepped-column factors to Annex И or an explicit analysis model.,standard_core/effective_lengths_and_limiting_slenderness.py,column_effective_length_eq140,implemented,passed,passed,Implemented in v0.12 with explicit selectors and documented external boundaries.
SP16-PROC-10.3.9-OUT-OF-PLANE-COLUMN-LENGTH,СП 16.13330.2017 «Стальные конструкции»,10.3.9,70,Use restraint spacing for out-of-plane column length.,standard_core/effective_lengths_and_limiting_slenderness.py,out_of_plane_column_effective_length_clause_10_3_9,implemented,passed,passed,Implemented in v0.12 with explicit selectors and documented external boundaries.
SP16-PROC-10.3.10-GALLERY-SUPPORT-LENGTH,СП 16.13330.2017 «Стальные конструкции»,10.3.10,70,Determine gallery-support branch effective lengths.,standard_core/effective_lengths_and_limiting_slenderness.py,gallery_support_branch_effective_length_clause_10_3_10,implemented,passed,passed,Implemented in v0.12 with explicit selectors and documented external boundaries.
SP16-PROC-10.3.11-CERTIFIED-SOFTWARE-ASSUMPTION,СП 16.13330.2017 «Стальные конструкции»,10.3.11,70,Document elastic undeformed-scheme assumption for certified software.,standard_core/effective_lengths_and_limiting_slenderness.py,column_effective_length_eq140,implemented,passed,passed,Implemented in v0.12 with explicit selectors and documented external boundaries.
SP16-PROC-10.4.1-SLENDERNESS-CHECK,СП 16.13330.2017 «Стальные конструкции»,10.4.1,70-72,Calculate and check member slenderness.,standard_core/effective_lengths_and_limiting_slenderness.py,slenderness_check,implemented,passed,passed,Implemented in v0.12 with explicit selectors and documented external boundaries.
SP16-PROC-10.4.2-GROUP-4-INCREASE,СП 16.13330.2017 «Стальные конструкции»,10.4.2,70,Apply 10 percent increase for structural group 4.,standard_core/effective_lengths_and_limiting_slenderness.py,group_4_limiting_slenderness_increase,implemented,passed,passed,Implemented in v0.12 with explicit selectors and documented external boundaries.
SP16-PROC-TABLE-33-NOTES,СП 16.13330.2017 «Стальные конструкции»,10.4.1,72,Apply explicit notes to Table 33 limits.,standard_core/effective_lengths_and_limiting_slenderness.py,table_33_tension_limiting_slenderness,implemented,passed,passed,Implemented in v0.12 with explicit selectors and documented external boundaries.
SP16-PROC-11.1.1-PRINCIPAL-STRESS-LIMITS,СП 16.13330.2017 «Стальные конструкции»,11.1.1,72,Separate principal-stress resistance limits after equation (148).,standard_core/sheet_structures_strength_and_stability.py,principal_stress_resistance_check_clause_11_1_1,implemented,passed: tests/test_sheet_structures_strength_and_stability.py,V13 procedure self-check: pass,Procedure visually extracted from Section 11; external analysis boundaries are not replaced by invented formulas.
SP16-PROC-11.1.4-LOCAL-EDGE-EFFECT,СП 16.13330.2017 «Стальные конструкции»,11.1.4,74,"Require local edge-effect stresses at form, thickness, or load discontinuities.",standard_core/sheet_structures_strength_and_stability.py,shell_analysis_route_clause_11_1_4_11_1_5,implemented,passed: tests/test_sheet_structures_strength_and_stability.py,V13 procedure self-check: pass,Procedure visually extracted from Section 11; external analysis boundaries are not replaced by invented formulas.
SP16-PROC-11.1.5-CERTIFIED-SPATIAL-ANALYSIS,СП 16.13330.2017 «Стальные конструкции»,11.1.5,74,Require certified spatial analysis for arbitrary shell configuration.,standard_core/sheet_structures_strength_and_stability.py,shell_analysis_route_clause_11_1_4_11_1_5,implemented,passed: tests/test_sheet_structures_strength_and_stability.py,V13 procedure self-check: pass,Procedure visually extracted from Section 11; external analysis boundaries are not replaced by invented formulas.
SP16-PROC-11.2.1-CRITICAL-STRESS-SELECTION,СП 16.13330.2017 «Стальные конструкции»,11.2.1,74,Select minimum cylindrical axial critical-stress branch and Table 34 coefficient.,standard_core/sheet_structures_strength_and_stability.py,cylindrical_axial_critical_stress,implemented,passed: tests/test_sheet_structures_strength_and_stability.py,V13 procedure self-check: pass,Procedure visually extracted from Section 11; external analysis boundaries are not replaced by invented formulas.
SP16-PROC-11.2.1-ECCENTRIC-COMPRESSION-ADJUSTMENT,СП 16.13330.2017 «Стальные конструкции»,11.2.1,74-75,Apply the stated critical-stress multiplier when the shear threshold is satisfied.,standard_core/sheet_structures_strength_and_stability.py,eccentric_compression_critical_stress_multiplier_clause_11_2_1,implemented,passed: tests/test_sheet_structures_strength_and_stability.py,V13 procedure self-check: pass,Procedure visually extracted from Section 11; external analysis boundaries are not replaced by invented formulas.
SP16-PROC-11.2.2-TUBE-ROUTING,СП 16.13330.2017 «Стальные конструкции»,11.2.2,75,"Route tubes between local equation (156), global stability, or unresolved range.",standard_core/sheet_structures_strength_and_stability.py,tube_local_stability_route_clause_11_2_2,implemented,passed: tests/test_sheet_structures_strength_and_stability.py,V13 procedure self-check: pass,Procedure visually extracted from Section 11; external analysis boundaries are not replaced by invented formulas.
SP16-PROC-11.2.3-PANEL-INTERPOLATION,СП 16.13330.2017 «Стальные конструкции»,11.2.3,75,Linearly interpolate panel b/t limit between 0.8Ry and Ry.,standard_core/sheet_structures_strength_and_stability.py,cylindrical_panel_limit,implemented,passed: tests/test_sheet_structures_strength_and_stability.py,V13 procedure self-check: pass,Procedure visually extracted from Section 11; external analysis boundaries are not replaced by invented formulas.
SP16-PROC-11.2.3-PANEL-OR-SHELL-ROUTING,СП 16.13330.2017 «Стальные конструкции»,11.2.3,75,Route cylindrical panel by b^2/(rt) threshold.,standard_core/sheet_structures_strength_and_stability.py,cylindrical_panel_route_clause_11_2_3,implemented,passed: tests/test_sheet_structures_strength_and_stability.py,V13 procedure self-check: pass,Procedure visually extracted from Section 11; external analysis boundaries are not replaced by invented formulas.
SP16-PROC-11.2.4-EXTERNAL-PRESSURE-INTERPOLATION,СП 16.13330.2017 «Стальные конструкции»,11.2.4,75,Linearly interpolate external-pressure critical stress for 10<l/r<20.,standard_core/sheet_structures_strength_and_stability.py,cylindrical_external_pressure_critical_stress,implemented,passed: tests/test_sheet_structures_strength_and_stability.py,V13 procedure self-check: pass,Procedure visually extracted from Section 11; external analysis boundaries are not replaced by invented formulas.
SP16-PROC-11.2.4-RING-STIFFENER-REQUIREMENTS,СП 16.13330.2017 «Стальные конструкции»,11.2.4,76,"Return ring force, effective length, effective shell width, and slenderness limit.",standard_core/sheet_structures_strength_and_stability.py,ring_stiffener_requirements_clause_11_2_4,implemented,passed: tests/test_sheet_structures_strength_and_stability.py,V13 procedure self-check: pass,Procedure visually extracted from Section 11; external analysis boundaries are not replaced by invented formulas.
SP16-PROC-11.2.5-COMBINED-CYLINDER-INTERACTION,СП 16.13330.2017 «Стальные конструкции»,11.2.5,76,Combined cylindrical-shell axial and pressure interaction route.,standard_core/sheet_structures_strength_and_stability.py,cylindrical_combined_stability_utilization_eq162,implemented,passed: tests/test_sheet_structures_strength_and_stability.py,V13 procedure self-check: pass,Procedure visually extracted from Section 11; external analysis boundaries are not replaced by invented formulas.
SP16-PROC-11.2.6-CONE-ANGLE-LIMIT,СП 16.13330.2017 «Стальные конструкции»,11.2.6,76,Enforce cone half-angle beta not exceeding 60 degrees.,standard_core/sheet_structures_strength_and_stability.py,conical_equivalent_radius_eq165,implemented,passed: tests/test_sheet_structures_strength_and_stability.py,V13 procedure self-check: pass,Procedure visually extracted from Section 11; external analysis boundaries are not replaced by invented formulas.
SP16-PROC-11.2.8-COMBINED-CONE-INTERACTION,СП 16.13330.2017 «Стальные конструкции»,11.2.8,77,Combined conical-shell axial and pressure interaction route.,standard_core/sheet_structures_strength_and_stability.py,conical_combined_stability_utilization_eq168,implemented,passed: tests/test_sheet_structures_strength_and_stability.py,V13 procedure self-check: pass,Procedure visually extracted from Section 11; external analysis boundaries are not replaced by invented formulas.
SP16-PROC-11.2.9-SPHERE-RATIO-LIMIT,СП 16.13330.2017 «Стальные конструкции»,11.2.9,77,Apply r/t<=750 and cap spherical critical stress by Ry.,standard_core/sheet_structures_strength_and_stability.py,spherical_external_pressure_critical_stress_clause_11_2_9,implemented,passed: tests/test_sheet_structures_strength_and_stability.py,V13 procedure self-check: pass,Procedure visually extracted from Section 11; external analysis boundaries are not replaced by invented formulas.
SP16-PROC-12.1.1-APPLICABILITY,СП 16.13330.2017 «Стальные конструкции»,12.1.1,77,Route repeated-load and resonant-vortex cases to fatigue calculation.,standard_core/fatigue_design.py,fatigue_applicability_route_clause_12_1_1_12_1_3,implemented,passed: tests/test_fatigue_design.py,V14-SP16-PROC-12.1.1-APPLICABILITY: pass,Visually extracted from Section 12 or Annex K; external inputs are not invented.
SP16-PROC-12.1.2-STRESS-ASYMMETRY-RATIO,СП 16.13330.2017 «Стальные конструкции»,12.1.2,78,Calculate rho from stress extrema under the same loading.,standard_core/fatigue_design.py,stress_asymmetry_ratio,implemented,passed: tests/test_fatigue_design.py,V14-SP16-PROC-12.1.2-STRESS-ASYMMETRY-RATIO: pass,Visually extracted from Section 12 or Annex K; external inputs are not invented.
SP16-PROC-12.1.2-CYCLE-FACTOR-ROUTING,СП 16.13330.2017 «Стальные конструкции»,12.1.2,78,"Select equation (171), equation (172), or alpha=0.77.",standard_core/fatigue_design.py,fatigue_cycle_factor_alpha,implemented,passed: tests/test_fatigue_design.py,V14-SP16-PROC-12.1.2-CYCLE-FACTOR-ROUTING: pass,Visually extracted from Section 12 or Annex K; external inputs are not invented.
SP16-PROC-12.1.2-RESISTANCE-CAP,СП 16.13330.2017 «Стальные конструкции»,12.1.2,78,Check alpha*Rv*gamma_v not exceeding Ru/gamma_u.,standard_core/fatigue_design.py,fatigue_resistance_cap_check_clause_12_1_2,implemented,passed: tests/test_fatigue_design.py,V14-SP16-PROC-12.1.2-RESISTANCE-CAP: pass,Visually extracted from Section 12 or Annex K; external inputs are not invented.
SP16-PROC-12.1.1-LOW-CYCLE-BOUNDARY-CURRENT,СП 16.13330.2017 «Стальные конструкции»,12.1.1,77-79,"For n<10^5, keep the current low-cycle-fatigue method as an explicit external boundary; clause 12.1.3 is excluded by Change No. 6.",standard_core/fatigue_design.py,fatigue_applicability_route_clause_12_1_1_12_1_3,implemented,passed: tests/test_fatigue_design.py,N9-SP16-PROC-12.1.1-LOW-CYCLE-BOUNDARY-CURRENT: pass,Current Change-6 rebaseline: clause 12.1.3 is excluded from 10.01.2025; no replacement low-cycle equation is invented.
SP16-PROC-12.2-CRANE-CYCLE-FACTOR,СП 16.13330.2017 «Стальные конструкции»,12.2,79,Select crane-runway alpha=0.77 or 1.1.,standard_core/fatigue_design.py,crane_runway_cycle_factor_clause_12_2,implemented,passed: tests/test_fatigue_design.py,V14-SP16-PROC-12.2-CRANE-CYCLE-FACTOR: pass,Visually extracted from Section 12 or Annex K; external inputs are not invented.
SP16-PROC-12.2-WEB-FATIGUE-RESISTANCE,СП 16.13330.2017 «Стальные конструкции»,12.2,79,Select crane-runway web fatigue resistance from flange connection and stress-zone state.,standard_core/fatigue_design.py,crane_runway_web_fatigue_resistance_clause_12_2,implemented,passed: tests/test_fatigue_design.py,V14-SP16-PROC-12.2-WEB-FATIGUE-RESISTANCE: pass,Visually extracted from Section 12 or Annex K; external inputs are not invented.
SP16-PROC-K.1-GROUP-LOOKUP,СП 16.13330.2017 «Стальные конструкции»,Annex K,177-181,Look up fatigue group from an explicit audited Table K.1 case identifier.,standard_core/fatigue_design.py,annex_k_group,implemented,passed: tests/test_fatigue_design.py,V14-SP16-PROC-K.1-GROUP-LOOKUP: pass,Visually extracted from Section 12 or Annex K; external inputs are not invented.
SP16-PROC-K.1-TUBE-CASE-20,СП 16.13330.2017 «Стальные конструкции»,Annex K,181,Classify Table K.1 case 20 by chord thickness-to-diameter ratio.,standard_core/fatigue_design.py,annex_k_tube_joint_group_case20,implemented,passed: tests/test_fatigue_design.py,V14-SP16-PROC-K.1-TUBE-CASE-20: pass,Visually extracted from Section 12 or Annex K; external inputs are not invented.
SP16-PROC-K.1-TUBE-CASE-21,СП 16.13330.2017 «Стальные конструкции»,Annex K,181,Classify Table K.1 case 21 by brace/chord and chord thickness ratios.,standard_core/fatigue_design.py,annex_k_tube_joint_group_case21,implemented,passed: tests/test_fatigue_design.py,V14-SP16-PROC-K.1-TUBE-CASE-21: pass,Visually extracted from Section 12 or Annex K; external inputs are not invented.
SP16-PROC-13.1-BRITTLE-FACTORS,СП 16.13330.2017 «Стальные конструкции»,13.1,79-80,Register brittle-fracture risk factors.,standard_core/brittle_fracture_and_welded_connections.py,brittle_fracture_factor_register_clause_13_1,implemented,passed: tests/test_brittle_fracture_and_welded_connections.py,V15-SP16-PROC-13.1-BRITTLE-FACTORS: pass,Visually audited Section 13 or 14.1 procedure with explicit engineering inputs and documented external boundaries.
SP16-PROC-13.2-PREVENTION-CHECKLIST,СП 16.13330.2017 «Стальные конструкции»,13.1-13.2,79-80,Evaluate explicit brittle-fracture prevention confirmations.,standard_core/brittle_fracture_and_welded_connections.py,brittle_fracture_prevention_checklist_clause_13_1_13_2,implemented,passed: tests/test_brittle_fracture_and_welded_connections.py,V15-SP16-PROC-13.2-PREVENTION-CHECKLIST: pass,Visually audited Section 13 or 14.1 procedure with explicit engineering inputs and documented external boundaries.
SP16-PROC-13.3-LAMELLAR-APPLICABILITY,СП 16.13330.2017 «Стальные конструкции»,13.3,80,Route welded details to lamellar-tearing assessment.,standard_core/brittle_fracture_and_welded_connections.py,lamellar_tearing_applicability_clause_13_3,implemented,passed: tests/test_brittle_fracture_and_welded_connections.py,V15-SP16-PROC-13.3-LAMELLAR-APPLICABILITY: pass,Visually audited Section 13 or 14.1 procedure with explicit engineering inputs and documented external boundaries.
SP16-PROC-13.4-Z-TEST-ROUTE,СП 16.13330.2017 «Стальные конструкции»,13.4,80,Route through-thickness tensile-test evidence.,standard_core/brittle_fracture_and_welded_connections.py,through_thickness_property_test_route_clause_13_4,implemented,passed: tests/test_brittle_fracture_and_welded_connections.py,V15-SP16-PROC-13.4-Z-TEST-ROUTE: pass,Visually audited Section 13 or 14.1 procedure with explicit engineering inputs and documented external boundaries.
SP16-PROC-13.5-RISK-MODIFIER,СП 16.13330.2017 «Стальные конструкции»,13.5,81-83,Modify risk for static compression or dynamic/vibratory Z action.,standard_core/brittle_fracture_and_welded_connections.py,lamellar_tearing_adjusted_risk_clause_13_5,implemented,passed: tests/test_brittle_fracture_and_welded_connections.py,V15-SP16-PROC-13.5-RISK-MODIFIER: pass,Visually audited Section 13 or 14.1 procedure with explicit engineering inputs and documented external boundaries.
SP16-PROC-13.5-Z-GROUP-SELECTION,СП 16.13330.2017 «Стальные конструкции»,13.5,81-83,Select required Z-quality group from construction/consequence inputs.,standard_core/brittle_fracture_and_welded_connections.py,required_z_quality_group_clause_13_5,implemented,passed: tests/test_brittle_fracture_and_welded_connections.py,V15-SP16-PROC-13.5-Z-GROUP-SELECTION: pass,Visually audited Section 13 or 14.1 procedure with explicit engineering inputs and documented external boundaries.
SP16-PROC-13.5-LAMELLAR-CHECK,СП 16.13330.2017 «Стальные конструкции»,13.5,81-83,Compare adjusted risk with selected Z-quality threshold.,standard_core/brittle_fracture_and_welded_connections.py,lamellar_tearing_check_clause_13_5,implemented,passed: tests/test_brittle_fracture_and_welded_connections.py,V15-SP16-PROC-13.5-LAMELLAR-CHECK: pass,Visually audited Section 13 or 14.1 procedure with explicit engineering inputs and documented external boundaries.
SP16-PROC-14.1.1-14.1.6-DETAILING,СП 16.13330.2017 «Стальные конструкции»,14.1.1-14.1.6,83-84,Evaluate explicit welded-connection detailing confirmations.,standard_core/brittle_fracture_and_welded_connections.py,welded_connection_detailing_checklist_clause_14_1_1_14_1_6,implemented,passed: tests/test_brittle_fracture_and_welded_connections.py,V15-SP16-PROC-14.1.1-14.1.6-DETAILING: pass,Visually audited Section 13 or 14.1 procedure with explicit engineering inputs and documented external boundaries.
SP16-PROC-14.1.7-MAXIMUM-LEG,СП 16.13330.2017 «Стальные конструкции»,14.1.7,84-85,Calculate maximum fillet-weld leg.,standard_core/brittle_fracture_and_welded_connections.py,maximum_fillet_weld_leg_clause_14_1_7,implemented,passed: tests/test_brittle_fracture_and_welded_connections.py,V15-SP16-PROC-14.1.7-MAXIMUM-LEG: pass,Visually audited Section 13 or 14.1 procedure with explicit engineering inputs and documented external boundaries.
SP16-PROC-14.1.7-MINIMUM-LENGTH,СП 16.13330.2017 «Стальные конструкции»,14.1.7,84-85,Calculate minimum design length of a fillet weld.,standard_core/brittle_fracture_and_welded_connections.py,minimum_fillet_weld_design_length_clause_14_1_7,implemented,passed: tests/test_brittle_fracture_and_welded_connections.py,V15-SP16-PROC-14.1.7-MINIMUM-LENGTH: pass,Visually audited Section 13 or 14.1 procedure with explicit engineering inputs and documented external boundaries.
SP16-PROC-14.1.7-MAXIMUM-FLANK-LENGTH,СП 16.13330.2017 «Стальные конструкции»,14.1.7,84-85,Calculate maximum flank-weld length.,standard_core/brittle_fracture_and_welded_connections.py,maximum_flank_weld_length_clause_14_1_7,implemented,passed: tests/test_brittle_fracture_and_welded_connections.py,V15-SP16-PROC-14.1.7-MAXIMUM-FLANK-LENGTH: pass,Visually audited Section 13 or 14.1 procedure with explicit engineering inputs and documented external boundaries.
SP16-PROC-14.1.7-MINIMUM-LAP,СП 16.13330.2017 «Стальные конструкции»,14.1.7,84-85,Calculate minimum lap length.,standard_core/brittle_fracture_and_welded_connections.py,minimum_lap_length_clause_14_1_7,implemented,passed: tests/test_brittle_fracture_and_welded_connections.py,V15-SP16-PROC-14.1.7-MINIMUM-LAP: pass,Visually audited Section 13 or 14.1 procedure with explicit engineering inputs and documented external boundaries.
SP16-PROC-14.1.8-CONSUMABLE-COMPATIBILITY,СП 16.13330.2017 «Стальные конструкции»,14.1.8,85,Check welding-consumable compatibility inequalities.,standard_core/brittle_fracture_and_welded_connections.py,welding_consumable_compatibility_clause_14_1_8,implemented,passed: tests/test_brittle_fracture_and_welded_connections.py,V15-SP16-PROC-14.1.8-CONSUMABLE-COMPATIBILITY: pass,Visually audited Section 13 or 14.1 procedure with explicit engineering inputs and documented external boundaries.
SP16-PROC-14.1.9-ONE-SIDED-ROUTE,СП 16.13330.2017 «Стальные конструкции»,14.1.9,85,Route one-sided fillet-weld applicability.,standard_core/brittle_fracture_and_welded_connections.py,one_sided_fillet_weld_route_clause_14_1_9,implemented,passed: tests/test_brittle_fracture_and_welded_connections.py,V15-SP16-PROC-14.1.9-ONE-SIDED-ROUTE: pass,Visually audited Section 13 or 14.1 procedure with explicit engineering inputs and documented external boundaries.
SP16-PROC-14.1.10-INTERMITTENT-ROUTE,СП 16.13330.2017 «Стальные конструкции»,14.1.10,85-86,Route intermittent-weld applicability.,standard_core/brittle_fracture_and_welded_connections.py,intermittent_weld_applicability_clause_14_1_10,implemented,passed: tests/test_brittle_fracture_and_welded_connections.py,V15-SP16-PROC-14.1.10-INTERMITTENT-ROUTE: pass,Visually audited Section 13 or 14.1 procedure with explicit engineering inputs and documented external boundaries.
SP16-PROC-14.1.10-INTERMITTENT-SPACING,СП 16.13330.2017 «Стальные конструкции»,14.1.10,85-86,Calculate maximum intermittent-weld spacing.,standard_core/brittle_fracture_and_welded_connections.py,intermittent_weld_spacing_limit_clause_14_1_10,implemented,passed: tests/test_brittle_fracture_and_welded_connections.py,V15-SP16-PROC-14.1.10-INTERMITTENT-SPACING: pass,Visually audited Section 13 or 14.1 procedure with explicit engineering inputs and documented external boundaries.
SP16-PROC-14.1.10-END-WELD-LENGTH,СП 16.13330.2017 «Стальные конструкции»,14.1.10,85-86,Calculate minimum end-weld length.,standard_core/brittle_fracture_and_welded_connections.py,end_weld_minimum_length_clause_14_1_10,implemented,passed: tests/test_brittle_fracture_and_welded_connections.py,V15-SP16-PROC-14.1.10-END-WELD-LENGTH: pass,Visually audited Section 13 or 14.1 procedure with explicit engineering inputs and documented external boundaries.
SP16-PROC-14.1.11-PERIMETER-WELD-ROUTE,СП 16.13330.2017 «Стальные конструкции»,14.1.11-14.1.12,86,Route perimeter and plug weld details.,standard_core/brittle_fracture_and_welded_connections.py,perimeter_or_plug_weld_route_clause_14_1_11_14_1_12,implemented,passed: tests/test_brittle_fracture_and_welded_connections.py,V15-SP16-PROC-14.1.11-PERIMETER-WELD-ROUTE: pass,Visually audited Section 13 or 14.1 procedure with explicit engineering inputs and documented external boundaries.
SP16-PROC-14.1.12-PLUG-WELD-REQUIREMENTS,СП 16.13330.2017 «Стальные конструкции»,14.1.12,86,"Check plug-weld thickness, dimensions, and spacing.",standard_core/brittle_fracture_and_welded_connections.py,plug_weld_requirements_clause_14_1_12,implemented,passed: tests/test_brittle_fracture_and_welded_connections.py,V15-SP16-PROC-14.1.12-PLUG-WELD-REQUIREMENTS: pass,Visually audited Section 13 or 14.1 procedure with explicit engineering inputs and documented external boundaries.
SP16-PROC-14.1.13-COMBINED-DISTRIBUTION,СП 16.13330.2017 «Стальные конструкции»,14.1.13,86,Distribute force between friction bolts and welds by capacities.,standard_core/brittle_fracture_and_welded_connections.py,combined_connection_force_distribution_clause_14_1_13,implemented,passed: tests/test_brittle_fracture_and_welded_connections.py,V15-SP16-PROC-14.1.13-COMBINED-DISTRIBUTION: pass,Visually audited Section 13 or 14.1 procedure with explicit engineering inputs and documented external boundaries.
SP16-PROC-14.1.14-BUTT-LENGTH,СП 16.13330.2017 «Стальные конструкции»,14.1.14,86,Calculate effective butt-weld length.,standard_core/brittle_fracture_and_welded_connections.py,effective_butt_weld_length_clause_14_1_14,implemented,passed: tests/test_brittle_fracture_and_welded_connections.py,V15-SP16-PROC-14.1.14-BUTT-LENGTH: pass,Visually audited Section 13 or 14.1 procedure with explicit engineering inputs and documented external boundaries.
SP16-PROC-14.1.14-RESISTANCE-BRANCH,СП 16.13330.2017 «Стальные конструкции»,14.1.14,86,Select yield or ultimate butt-weld resistance branch.,standard_core/brittle_fracture_and_welded_connections.py,butt_weld_resistance_branch_clause_14_1_14,implemented,passed: tests/test_brittle_fracture_and_welded_connections.py,V15-SP16-PROC-14.1.14-RESISTANCE-BRANCH: pass,Visually audited Section 13 or 14.1 procedure with explicit engineering inputs and documented external boundaries.
