audit_id,standard_reference,item_type,implemented_function_or_data_file,test_file,validation_case,status,comments
SP16-PROC-7.2.2-METHOD-SELECTION,7.2.2,procedure,standard_core/built_up_axial_members.py::built_up_stability_method,tests/test_built_up_axial_members.py,BUILTUP-PROC-7.2.2-METHOD-SELECTION,implemented,Visually verified against supplied PDF pages 17-21. Ambiguous or externally solved routes are surfaced explicitly.
SP16-PROC-7.2.2-OVERALL-STABILITY,7.2.2,procedure,standard_core/built_up_axial_members.py::lattice_built_up_stability_utilization,tests/test_built_up_axial_members.py,BUILTUP-PROC-7.2.2-OVERALL-STABILITY,implemented,Visually verified against supplied PDF pages 17-21. Ambiguous or externally solved routes are surfaced explicitly.
SP16-PROC-7.2.3-BATTEN-BRANCH-LIMIT,7.2.3,procedure,standard_core/built_up_axial_members.py::batten_branch_slenderness_check,tests/test_built_up_axial_members.py,BUILTUP-PROC-7.2.3-BATTEN-BRANCH-LIMIT,implemented,Visually verified against supplied PDF pages 17-21. Ambiguous or externally solved routes are surfaced explicitly.
SP16-PROC-7.2.4-LATTICE-BRANCH-LIMIT,7.2.4,procedure,standard_core/built_up_axial_members.py::lattice_branch_slenderness_assessment,tests/test_built_up_axial_members.py,BUILTUP-PROC-7.2.4-LATTICE-BRANCH-LIMIT,implemented,Visually verified against supplied PDF pages 17-21. Ambiguous or externally solved routes are surfaced explicitly.
SP16-PROC-7.2.5-BRANCH-PHI,7.2.5,procedure,standard_core/built_up_axial_members.py::lattice_branch_stability_coefficient,tests/test_built_up_axial_members.py,BUILTUP-PROC-7.2.5-BRANCH-PHI,implemented,Visually verified against supplied PDF pages 17-21. Ambiguous or externally solved routes are surfaced explicitly.
SP16-PROC-7.2.5-REDUCED-RESISTANCE,7.2.5,procedure,standard_core/built_up_axial_members.py::lattice_built_up_stability_utilization,tests/test_built_up_axial_members.py,BUILTUP-PROC-7.2.5-REDUCED-RESISTANCE,implemented,Visually verified against supplied PDF pages 17-21. Ambiguous or externally solved routes are surfaced explicitly.
SP16-PROC-7.2.6-CONNECTION-SPACING,7.2.6,procedure,standard_core/built_up_axial_members.py::close_contact_connection_spacing_check,tests/test_built_up_axial_members.py,BUILTUP-PROC-7.2.6-CONNECTION-SPACING,implemented,Visually verified against supplied PDF pages 17-21. Ambiguous or externally solved routes are surfaced explicitly.
SP16-PROC-7.2.7-SHEAR-DISTRIBUTION,7.2.7,procedure,standard_core/built_up_axial_members.py::distribute_fictitious_shear,tests/test_built_up_axial_members.py,BUILTUP-PROC-7.2.7-SHEAR-DISTRIBUTION,implemented,Visually verified against supplied PDF pages 17-21. Ambiguous or externally solved routes are surfaced explicitly.
SP16-PROC-7.2.10-RESTRAINT-FORCE,7.2.10,procedure,standard_core/built_up_axial_members.py::reduced_length_brace_design_force_n,tests/test_built_up_axial_members.py,BUILTUP-PROC-7.2.10-RESTRAINT-FORCE,implemented,Visually verified against supplied PDF pages 17-21. Ambiguous or externally solved routes are surfaced explicitly.
SP16-PROC-7.2.10-COLUMN-SPACER,7.2.10,procedure,standard_core/built_up_axial_members.py::column_branch_spacer_fictitious_shear_n,tests/test_built_up_axial_members.py,BUILTUP-PROC-7.2.10-COLUMN-SPACER,implemented,Visually verified against supplied PDF pages 17-21. Ambiguous or externally solved routes are surfaced explicitly.
SP16-PROC-7.3.1-WEB-GEOMETRY,7.3.1,procedure,standard_core/local_stability.py::local_stability_geometry_rule_catalog,tests/test_local_stability.py,LOCAL-PROC-7.3.1-WEB-GEOMETRY,implemented,Procedure and applicability rules visually verified against supplied PDF pages 22-26; geometry classification remains explicit.
SP16-PROC-7.3.2-WEB-SLENDERNESS,7.3.2,procedure,standard_core/local_stability.py::wall_relative_slenderness,tests/test_local_stability.py,LOCAL-PROC-7.3.2-WEB-SLENDERNESS,implemented,Procedure and applicability rules visually verified against supplied PDF pages 22-26; geometry classification remains explicit.
SP16-PROC-7.3.2-TABLE-9-ROUTING,7.3.2,procedure,standard_core/local_stability.py::wall_slenderness_limit,tests/test_local_stability.py,LOCAL-PROC-7.3.2-TABLE-9-ROUTING,implemented,Procedure and applicability rules visually verified against supplied PDF pages 22-26; geometry classification remains explicit.
SP16-PROC-7.3.3-TRANSVERSE-STIFFENERS,7.3.3,procedure,standard_core/local_stability.py::transverse_stiffener_requirements,tests/test_local_stability.py,LOCAL-PROC-7.3.3-TRANSVERSE-STIFFENERS,implemented,Procedure and applicability rules visually verified against supplied PDF pages 22-26; geometry classification remains explicit.
SP16-PROC-7.3.4-LONGITUDINAL-STIFFENER,7.3.4,procedure,standard_core/local_stability.py::longitudinal_stiffener_wall_limit_multiplier_eq30,tests/test_local_stability.py,LOCAL-PROC-7.3.4-LONGITUDINAL-STIFFENER,implemented,Procedure and applicability rules visually verified against supplied PDF pages 22-26; geometry classification remains explicit.
SP16-PROC-7.3.5-REDUCED-AREA-TRIGGER,7.3.5,procedure,standard_core/local_stability.py::reduced_area_required,tests/test_local_stability.py,LOCAL-PROC-7.3.5-REDUCED-AREA-TRIGGER,implemented,Procedure and applicability rules visually verified against supplied PDF pages 22-26; geometry classification remains explicit.
SP16-PROC-7.3.6-REDUCED-DIMENSIONS,7.3.6,procedure,standard_core/local_stability.py::reduced_web_height_i_section_eq34; reduced_plate_dimension_box_eq35; reduced_web_height_channel_eq36,tests/test_local_stability.py,LOCAL-PROC-7.3.6-REDUCED-DIMENSIONS,implemented,Procedure and applicability rules visually verified against supplied PDF pages 22-26; geometry classification remains explicit.
SP16-PROC-7.3.7-FLANGE-GEOMETRY,7.3.7,procedure,standard_core/local_stability.py::local_stability_geometry_rule_catalog,tests/test_local_stability.py,LOCAL-PROC-7.3.7-FLANGE-GEOMETRY,implemented,Procedure and applicability rules visually verified against supplied PDF pages 22-26; geometry classification remains explicit.
SP16-PROC-7.3.8-FLANGE-SLENDERNESS,7.3.8,procedure,standard_core/local_stability.py::flange_relative_slenderness,tests/test_local_stability.py,LOCAL-PROC-7.3.8-FLANGE-SLENDERNESS,implemented,Procedure and applicability rules visually verified against supplied PDF pages 22-26; geometry classification remains explicit.
SP16-PROC-7.3.8-TABLE-10-ROUTING,7.3.8,procedure,standard_core/local_stability.py::flange_slenderness_limit,tests/test_local_stability.py,LOCAL-PROC-7.3.8-TABLE-10-ROUTING,implemented,Procedure and applicability rules visually verified against supplied PDF pages 22-26; geometry classification remains explicit.
SP16-PROC-7.3.9-BOX-FLANGE,7.3.9,procedure,standard_core/local_stability.py::flange_relative_slenderness; flange_slenderness_limit,tests/test_local_stability.py,LOCAL-PROC-7.3.9-BOX-FLANGE,implemented,Procedure and applicability rules visually verified against supplied PDF pages 22-26; geometry classification remains explicit.
SP16-PROC-7.3.10-EDGE-STIFFENER,7.3.10,procedure,standard_core/local_stability.py::edge_stiffener_requirements,tests/test_local_stability.py,LOCAL-PROC-7.3.10-EDGE-STIFFENER,implemented,Procedure and applicability rules visually verified against supplied PDF pages 22-26; geometry classification remains explicit.
SP16-PROC-7.3.11-TWO-PLANE-INCREASE,7.3.11,procedure,standard_core/local_stability.py::two_plane_slenderness_increase_factor; apply_two_plane_slenderness_increase,tests/test_local_stability.py,LOCAL-PROC-7.3.11-TWO-PLANE-INCREASE,implemented,Procedure and applicability rules visually verified against supplied PDF pages 22-26; geometry classification remains explicit.
SP16-PROC-8.1-CLASS-ROUTING,8.1,procedure,standard_core/bending_members.py::bending_member_class_requirements,tests/test_bending_members.py,BEND-PROC-8.1,implemented,Procedure visually verified against supplied PDF pages 27-32 and Annex E pages 161-163; all engineering applicability decisions are explicit inputs.
SP16-PROC-8.2.1-ELASTIC-STRESS-POINT,8.2.1,procedure,standard_core/bending_members.py::elastic_combined_normal_utilization_eq43,tests/test_bending_members.py,BEND-PROC-8.2.1-STRESS,implemented,Procedure visually verified against supplied PDF pages 27-32 and Annex E pages 161-163; all engineering applicability decisions are explicit inputs.
SP16-PROC-8.2.1-BOLT-HOLE-ADJUSTMENT,8.2.1,procedure,standard_core/bending_members.py::apply_bolt_hole_factor,tests/test_bending_members.py,BEND-PROC-8.2.1-HOLES,implemented,Procedure visually verified against supplied PDF pages 27-32 and Annex E pages 161-163; all engineering applicability decisions are explicit inputs.
SP16-PROC-8.2.2-LOCAL-LOAD-LENGTH,8.2.2,procedure,standard_core/bending_members.py::effective_load_length_by_case,tests/test_bending_members.py,BEND-PROC-8.2.2-LENGTH,implemented,Procedure visually verified against supplied PDF pages 27-32 and Annex E pages 161-163; all engineering applicability decisions are explicit inputs.
SP16-PROC-8.2.3-PLASTIC-APPLICABILITY,8.2.3,procedure,standard_core/bending_members.py::plastic_bending_applicability,tests/test_bending_members.py,BEND-PROC-8.2.3-APPLICABILITY,implemented,Procedure visually verified against supplied PDF pages 27-32 and Annex E pages 161-163; all engineering applicability decisions are explicit inputs.
SP16-PROC-8.2.3-ANNEX-E1-INTERPOLATION,8.2.3; Annex E,procedure,standard_core/bending_members.py::annex_e1_base_coefficients,tests/test_bending_members.py,BEND-PROC-E1-INTERPOLATION,implemented,Procedure visually verified against supplied PDF pages 27-32 and Annex E pages 161-163; all engineering applicability decisions are explicit inputs.
SP16-PROC-8.2.3-ANNEX-E1-CAP,8.2.3; Annex E,procedure,standard_core/bending_members.py::apply_annex_e1_load_factor_cap,tests/test_bending_members.py,BEND-PROC-E1-CAP,implemented,Procedure visually verified against supplied PDF pages 27-32 and Annex E pages 161-163; all engineering applicability decisions are explicit inputs.
SP16-PROC-8.2.3-TABLE-10A-INTERPOLATION,8.2.3,procedure,standard_core/bending_members.py::constrained_torsion_coefficient_table_10a,tests/test_bending_members.py,BEND-PROC-10A-INTERPOLATION,implemented,Procedure visually verified against supplied PDF pages 27-32 and Annex E pages 161-163; all engineering applicability decisions are explicit inputs.
SP16-PROC-8.2.3-PURE-BENDING-COEFFICIENTS,8.2.3,procedure,standard_core/bending_members.py::pure_bending_modified_coefficients,tests/test_bending_members.py,BEND-PROC-PURE-BENDING,implemented,Procedure visually verified against supplied PDF pages 27-32 and Annex E pages 161-163; all engineering applicability decisions are explicit inputs.
SP16-PROC-8.2.4-VARIABLE-SECTION-ROUTING,8.2.4,procedure,standard_core/bending_members.py::variable_section_plastic_routing,tests/test_bending_members.py,BEND-PROC-8.2.4,implemented,Procedure visually verified against supplied PDF pages 27-32 and Annex E pages 161-163; all engineering applicability decisions are explicit inputs.
SP16-PROC-8.2.5-CONTINUOUS-BEAM-APPLICABILITY,8.2.5,procedure,standard_core/bending_members.py::continuous_beam_partial_redistribution_applicability,tests/test_bending_members.py,BEND-PROC-8.2.5-APPLICABILITY,implemented,Procedure visually verified against supplied PDF pages 27-32 and Annex E pages 161-163; all engineering applicability decisions are explicit inputs.
SP16-PROC-8.2.5-EFFECTIVE-MOMENT-ROUTING,8.2.5,procedure,standard_core/bending_members.py::effective_moment_by_end_condition,tests/test_bending_members.py,BEND-PROC-8.2.5-MOMENT,implemented,Procedure visually verified against supplied PDF pages 27-32 and Annex E pages 161-163; all engineering applicability decisions are explicit inputs.
SP16-PROC-8.2.6-BIAXIAL-REDISTRIBUTION,8.2.6,procedure,standard_core/bending_members.py::biaxial_redistribution_route,tests/test_bending_members.py,BEND-PROC-8.2.6,implemented,Procedure visually verified against supplied PDF pages 27-32 and Annex E pages 161-163; all engineering applicability decisions are explicit inputs.
SP16-PROC-8.2.7-CLASS-3-ROUTING,8.2.7,procedure,standard_core/bending_members.py::class_3_plastic_hinge_route,tests/test_bending_members.py,BEND-PROC-8.2.7,implemented,Procedure visually verified against supplied PDF pages 27-32 and Annex E pages 161-163; all engineering applicability decisions are explicit inputs.
SP16-PROC-8.2.8-BIMETAL-APPLICABILITY,8.2.8,procedure,standard_core/bending_members.py::bimetal_bending_applicability,tests/test_bending_members.py,BEND-PROC-8.2.8-APPLICABILITY,implemented,Procedure visually verified against supplied PDF pages 27-32 and Annex E pages 161-163; all engineering applicability decisions are explicit inputs.
SP16-PROC-8.2.8-BIMETAL-MINOR-COEFFICIENT,8.2.8,procedure,standard_core/bending_members.py::bimetal_minor_axis_coefficient,tests/test_bending_members.py,BEND-PROC-8.2.8-CYR,implemented,Procedure visually verified against supplied PDF pages 27-32 and Annex E pages 161-163; all engineering applicability decisions are explicit inputs.
SP16-PROC-8.3.1-CRANE-ROUTING,8.3.1,procedure,standard_core.runner._run_crane_runway_and_bending_stability_case,tests/test_crane_runway_and_bending_stability.py,V07-SP16-PROC-8.3.1-CRANE-ROUTING,implemented,Implemented and traced in v0.7; diagram/category choices remain explicit engineering inputs where applicable.
SP16-PROC-8.3.2-SUPPORT-BETA,8.3.2,procedure,standard_core.runner._run_crane_runway_and_bending_stability_case,tests/test_crane_runway_and_bending_stability.py,V07-SP16-PROC-8.3.2-SUPPORT-BETA,implemented,Implemented and traced in v0.7; diagram/category choices remain explicit engineering inputs where applicable.
SP16-PROC-8.3.3-STRESS-BUNDLE,8.3.3,procedure,standard_core.crane_runway_and_bending_stability.crane_runway_stress_components_eq67,tests/test_crane_runway_and_bending_stability.py,V07-SP16-PROC-8.3.3-STRESS-BUNDLE,implemented,Implemented and traced in v0.7; diagram/category choices remain explicit engineering inputs where applicable.
SP16-PROC-8.3.4-MONORAIL-LOCAL-STRESS,8.3.4,procedure,docs/limitations.md,,,no_code_explanatory,Clause 8.3.4 requires longitudinal and transverse local wheel-pressure stresses but supplies no calculation method; no formula is invented.
SP16-PROC-8.3.5-BIMETAL-CRANE-ROUTING,8.3.5,procedure,standard_core.runner._run_crane_runway_and_bending_stability_case,tests/test_crane_runway_and_bending_stability.py,V07-SP16-PROC-8.3.5-BIMETAL-CRANE-ROUTING,implemented,Implemented and traced in v0.7; diagram/category choices remain explicit engineering inputs where applicable.
SP16-PROC-8.4.2-EFFECTIVE-LENGTH,8.4.2,procedure,standard_core.crane_runway_and_bending_stability.effective_length_by_restraint,tests/test_crane_runway_and_bending_stability.py,V07-SP16-PROC-8.4.2-EFFECTIVE-LENGTH,implemented,Implemented and traced in v0.7; diagram/category choices remain explicit engineering inputs where applicable.
SP16-PROC-8.4.4-STABILITY-EXEMPTION,8.4.4,procedure,standard_core.crane_runway_and_bending_stability.lateral_stability_check_exemption,tests/test_crane_runway_and_bending_stability.py,V07-SP16-PROC-8.4.4-STABILITY-EXEMPTION,implemented,Implemented and traced in v0.7; diagram/category choices remain explicit engineering inputs where applicable.
SP16-PROC-8.4.4-TABLE-11-ROUTING,8.4.4,procedure,standard_core.crane_runway_and_bending_stability.table_11_limit,tests/test_crane_runway_and_bending_stability.py,V07-SP16-PROC-8.4.4-TABLE-11-ROUTING,implemented,Implemented and traced in v0.7; diagram/category choices remain explicit engineering inputs where applicable.
SP16-PROC-8.4.5-DISCRETE-BRACING-FORCE,8.4.5,procedure,standard_core.crane_runway_and_bending_stability.discrete_bracing_fictitious_force,tests/test_crane_runway_and_bending_stability.py,V07-SP16-PROC-8.4.5-DISCRETE-BRACING-FORCE,implemented,Implemented and traced in v0.7; diagram/category choices remain explicit engineering inputs where applicable.
SP16-PROC-8.4.6-CLASS-2-3-LIMIT,8.4.6,procedure,standard_core.crane_runway_and_bending_stability.class_2_3_stability_reduction_eq76,tests/test_crane_runway_and_bending_stability.py,V07-SP16-PROC-8.4.6-CLASS-2-3-LIMIT,implemented,Implemented and traced in v0.7; diagram/category choices remain explicit engineering inputs where applicable.
SP16-PROC-ANNEX-ZH-TABLE-1,Ж.3,procedure,standard_core.crane_runway_and_bending_stability.annex_zh_table_1_psi,tests/test_crane_runway_and_bending_stability.py,V07-SP16-PROC-ANNEX-ZH-TABLE-1,implemented,Implemented and traced in v0.7; diagram/category choices remain explicit engineering inputs where applicable.
SP16-PROC-ANNEX-ZH-TABLE-2,Ж.3,procedure,standard_core.crane_runway_and_bending_stability.annex_zh_table_2_psi,tests/test_crane_runway_and_bending_stability.py,V07-SP16-PROC-ANNEX-ZH-TABLE-2,implemented,Implemented and traced in v0.7; diagram/category choices remain explicit engineering inputs where applicable.
SP16-PROC-ANNEX-ZH-TABLE-3,Ж.4,procedure,standard_core.crane_runway_and_bending_stability.annex_zh_table_3_phi_b,tests/test_crane_runway_and_bending_stability.py,V07-SP16-PROC-ANNEX-ZH-TABLE-3,implemented,Implemented and traced in v0.7; diagram/category choices remain explicit engineering inputs where applicable.
SP16-PROC-ANNEX-ZH-TABLE-4,Ж.5,procedure,standard_core.crane_runway_and_bending_stability.annex_zh_table_4_b,tests/test_crane_runway_and_bending_stability.py,V07-SP16-PROC-ANNEX-ZH-TABLE-4,implemented,Implemented and traced in v0.7; diagram/category choices remain explicit engineering inputs where applicable.
SP16-PROC-ANNEX-ZH-TABLE-5,Ж.5,procedure,standard_core.crane_runway_and_bending_stability.annex_zh_table_5_c_d,tests/test_crane_runway_and_bending_stability.py,V07-SP16-PROC-ANNEX-ZH-TABLE-5,implemented,Implemented and traced in v0.7; diagram/category choices remain explicit engineering inputs where applicable.
SP16-PROC-ANNEX-ZH-SYMMETRIC-I,Ж.1-Ж.3,procedure,standard_core.crane_runway_and_bending_stability.annex_zh_symmetric_i_phi_b,tests/test_crane_runway_and_bending_stability.py,V07-SP16-PROC-ANNEX-ZH-SYMMETRIC-I,implemented,Implemented and traced in v0.7; diagram/category choices remain explicit engineering inputs where applicable.
SP16-PROC-ANNEX-ZH-MONOSYMMETRIC-I,Ж.4-Ж.6,procedure,standard_core.crane_runway_and_bending_stability.apply_less_developed_compressed_flange_modifier,tests/test_crane_runway_and_bending_stability.py,V07-SP16-PROC-ANNEX-ZH-MONOSYMMETRIC-I,implemented,Implemented and traced in v0.7; diagram/category choices remain explicit engineering inputs where applicable.
SP16-PROC-ANNEX-ZH-CHANNEL,Ж.7,procedure,standard_core.crane_runway_and_bending_stability.annex_zh_channel_phi_b,tests/test_crane_runway_and_bending_stability.py,V07-SP16-PROC-ANNEX-ZH-CHANNEL,implemented,Implemented and traced in v0.7; diagram/category choices remain explicit engineering inputs where applicable.
SP16-PROC-TABLE-12-LOOKUP,8.5.4,procedure,standard_core.crane_runway_and_bending_stability.table_12_c_cr_coefficient,tests/test_crane_runway_and_bending_stability.py,V07-SP16-PROC-TABLE-12-LOOKUP,implemented,Implemented and traced in v0.7; diagram/category choices remain explicit engineering inputs where applicable.
SP16-PROC-TABLE-13-LOOKUP,8.5.4,procedure,standard_core.crane_runway_and_bending_stability.table_13_beta,tests/test_crane_runway_and_bending_stability.py,V07-SP16-PROC-TABLE-13-LOOKUP,implemented,Implemented and traced in v0.7; diagram/category choices remain explicit engineering inputs where applicable.
SP16-PROC-ANNEX-ZH-INTERPOLATION,Ж.6,procedure,standard_core.crane_runway_and_bending_stability.annex_zh_interpolate_psi_a_for_n,tests/test_crane_runway_and_bending_stability.py,ZH-PROC-INTERPOLATION,implemented,Implemented exactly over 0.9<=n<=1.0; endpoint values remain explicit audited inputs.
SP16-PROC-ANNEX-ZH-T-SECTION-MODIFIER,Ж.6,procedure,standard_core.crane_runway_and_bending_stability.apply_t_section_low_alpha_modifier,tests/test_crane_runway_and_bending_stability.py,ZH-PROC-T-MODIFIER,implemented,Strict alpha<40 condition and listed load cases are enforced.
SP16-PROC-8.4.3-CRANE-STABILITY-ROUTING,8.4.3,procedure,standard_core.crane_runway_and_bending_stability.crane_runway_lateral_torsional_stability_utilization,tests/test_crane_runway_and_bending_stability.py,STAB-PROC-8.4.3,implemented,Upper-flange substitutions are explicit in the wrapper API.
SP16-PROC-8.5.1-PRELIMINARY-WEB-ROUTING,8.5.1,procedure,standard_core.bending_member_local_stability.preliminary_web_check_exemption_8_5_1,tests/test_bending_member_local_stability.py,BLS-SP16-PROC-8.5.1-PRELIMINARY-WEB-ROUTING,implemented,"Implemented and traced in v0.8; geometry, stress extraction, and diagram classification remain explicit engineering inputs where applicable."
SP16-PROC-8.5.5-DOUBLE-CHECK-ROUTING,8.5.5,procedure,standard_core/bending_member_local_stability.py::panel_check_routing_8_5_5,tests/test_bending_member_local_stability.py,BLS-SP16-PROC-8.5.5-DOUBLE-CHECK-ROUTING,implemented,"Implemented and traced in v0.8; geometry, stress extraction, and diagram classification remain explicit engineering inputs where applicable."
SP16-PROC-8.5.6-ASYMMETRIC-COMPRESSED-FLANGE-ROUTING,8.5.6,procedure,standard_core/bending_member_local_stability.py::asymmetric_compressed_flange_substitution_8_5_6,tests/test_bending_member_local_stability.py,BLS-SP16-PROC-8.5.6-ASYMMETRIC-COMPRESSED-FLANGE-ROUTING,implemented,"Implemented and traced in v0.8; geometry, stress extraction, and diagram classification remain explicit engineering inputs where applicable."
SP16-PROC-8.5.9-TRANSVERSE-STIFFENER-ROUTING,8.5.9,procedure,standard_core.bending_member_local_stability.transverse_stiffener_requirements_8_5_9,tests/test_bending_member_local_stability.py,BLS-SP16-PROC-8.5.9-TRANSVERSE-STIFFENER-ROUTING,implemented,"Implemented and traced in v0.8; geometry, stress extraction, and diagram classification remain explicit engineering inputs where applicable."
SP16-PROC-8.5.9-TRANSVERSE-STIFFENER-DIMENSIONS,8.5.9,procedure,standard_core.bending_member_local_stability.transverse_stiffener_dimensions_8_5_9,tests/test_bending_member_local_stability.py,BLS-SP16-PROC-8.5.9-TRANSVERSE-STIFFENER-DIMENSIONS,implemented,"Implemented and traced in v0.8; geometry, stress extraction, and diagram classification remain explicit engineering inputs where applicable."
SP16-PROC-8.5.10-LOAD-STIFFENER-SECTION,8.5.10,procedure,standard_core.bending_member_local_stability.concentrated_load_stiffener_effective_section_8_5_10,tests/test_bending_member_local_stability.py,BLS-SP16-PROC-8.5.10-LOAD-STIFFENER-SECTION,implemented,"Implemented and traced in v0.8; geometry, stress extraction, and diagram classification remain explicit engineering inputs where applicable."
SP16-PROC-8.5.11-LONGITUDINAL-STIFFENER-ROUTING,8.5.11,procedure,standard_core.bending_member_local_stability.longitudinal_stiffener_required_8_5_11,tests/test_bending_member_local_stability.py,BLS-SP16-PROC-8.5.11-LONGITUDINAL-STIFFENER-ROUTING,implemented,"Implemented and traced in v0.8; geometry, stress extraction, and diagram classification remain explicit engineering inputs where applicable."
SP16-PROC-8.5.12-SPLIT-WEB-PLATES,8.5.12,procedure,standard_core.bending_member_local_stability.upper_plate_utilization_eq89,tests/test_bending_member_local_stability.py,BLS-SP16-PROC-8.5.12-SPLIT-WEB-PLATES,implemented,"Implemented and traced in v0.8; geometry, stress extraction, and diagram classification remain explicit engineering inputs where applicable."
SP16-PROC-8.5.13-INTERMEDIATE-STIFFENERS,8.5.13,procedure,standard_core/bending_member_local_stability.py::intermediate_stiffener_panel_length_8_5_13,tests/test_bending_member_local_stability.py,BLS-SP16-PROC-8.5.13-INTERMEDIATE-STIFFENERS,implemented,"Implemented and traced in v0.8; geometry, stress extraction, and diagram classification remain explicit engineering inputs where applicable."
SP16-PROC-8.5.14-ASYMMETRIC-SPLIT-WEB,8.5.14,procedure,standard_core.bending_member_local_stability.lower_plate_utilization_eq94,tests/test_bending_member_local_stability.py,BLS-SP16-PROC-8.5.14-ASYMMETRIC-SPLIT-WEB,implemented,"Implemented and traced in v0.8; geometry, stress extraction, and diagram classification remain explicit engineering inputs where applicable."
SP16-PROC-8.5.15-STIFFENER-INERTIA,8.5.15,procedure,standard_core.bending_member_local_stability.table_19_stiffener_inertias,tests/test_bending_member_local_stability.py,BLS-SP16-PROC-8.5.15-STIFFENER-INERTIA,implemented,"Implemented and traced in v0.8; geometry, stress extraction, and diagram classification remain explicit engineering inputs where applicable."
SP16-PROC-8.5.16-FLEXIBLE-WEB-ROUTING,8.5.16,procedure,standard_core.bending_member_local_stability.flexible_web_route_8_5_16,tests/test_bending_member_local_stability.py,BLS-SP16-PROC-8.5.16-FLEXIBLE-WEB-ROUTING,implemented,"Implemented and traced in v0.8; geometry, stress extraction, and diagram classification remain explicit engineering inputs where applicable."
SP16-PROC-8.5.17-SUPPORT-STIFFENER,8.5.17,procedure,standard_core/bending_member_local_stability.py::support_stiffener_effective_section_8_5_17; support_stiffener_end_resistance_8_5_17,tests/test_bending_member_local_stability.py,BLS-SP16-PROC-8.5.17-SUPPORT-STIFFENER,implemented,"Implemented and traced in v0.8; geometry, stress extraction, and diagram classification remain explicit engineering inputs where applicable."
SP16-PROC-8.5.20-EDGE-STIFFENING-MODIFIER,8.5.20,procedure,standard_core.bending_member_local_stability.edge_stiffened_flange_limit_8_5_20,tests/test_bending_member_local_stability.py,BLS-SP16-PROC-8.5.20-EDGE-STIFFENING-MODIFIER,implemented,"Implemented and traced in v0.8; geometry, stress extraction, and diagram classification remain explicit engineering inputs where applicable."
SP16-PROC-TABLE-14-LOOKUP,8.5.5,procedure,standard_core.bending_member_local_stability.table_14_c1,tests/test_bending_member_local_stability.py,BLS-SP16-PROC-TABLE-14-LOOKUP,implemented,"Implemented and traced in v0.8; geometry, stress extraction, and diagram classification remain explicit engineering inputs where applicable."
SP16-PROC-TABLE-15-LOOKUP,8.5.5,procedure,standard_core.bending_member_local_stability.table_15_c2,tests/test_bending_member_local_stability.py,BLS-SP16-PROC-TABLE-15-LOOKUP,implemented,"Implemented and traced in v0.8; geometry, stress extraction, and diagram classification remain explicit engineering inputs where applicable."
SP16-PROC-TABLE-16-LOOKUP,8.5.5,procedure,standard_core.bending_member_local_stability.table_16_c_cr,tests/test_bending_member_local_stability.py,BLS-SP16-PROC-TABLE-16-LOOKUP,implemented,"Implemented and traced in v0.8; geometry, stress extraction, and diagram classification remain explicit engineering inputs where applicable."
SP16-PROC-TABLE-17-LOOKUP,8.5.7,procedure,standard_core.bending_member_local_stability.table_17_c_cr,tests/test_bending_member_local_stability.py,BLS-SP16-PROC-TABLE-17-LOOKUP,implemented,"Implemented and traced in v0.8; geometry, stress extraction, and diagram classification remain explicit engineering inputs where applicable."
SP16-PROC-TABLE-18-LOOKUP,8.5.8,procedure,standard_core.bending_member_local_stability.table_18_alpha,tests/test_bending_member_local_stability.py,BLS-SP16-PROC-TABLE-18-LOOKUP,implemented,"Implemented and traced in v0.8; geometry, stress extraction, and diagram classification remain explicit engineering inputs where applicable."
SP16-PROC-TABLE-19-INTERPOLATION,8.5.15,procedure,standard_core.bending_member_local_stability.table_19_stiffener_inertias,tests/test_bending_member_local_stability.py,BLS-SP16-PROC-TABLE-19-INTERPOLATION,implemented,"Implemented and traced in v0.8; geometry, stress extraction, and diagram classification remain explicit engineering inputs where applicable."
SP16-PROC-8.6.1-FOUNDATION-AREA-BOUNDARY,8.6.1,procedure,standard_core.base_plates_and_combined_force_strength.base_plate_foundation_area_boundary,tests/test_base_plates_and_combined_force_strength.py,BPCS-SP16-PROC-8.6.1-FOUNDATION-AREA-BOUNDARY,implemented,External foundation resistance remains an explicit confirmed boundary; no concrete/foundation model is invented.
SP16-PROC-8.6.2-TABLE-E2-LOOKUP,8.6.2,procedure,standard_core.base_plates_and_combined_force_strength.annex_e2_base_plate_coefficients,tests/test_base_plates_and_combined_force_strength.py,BPCS-SP16-PROC-8.6.2-TABLE-E2-LOOKUP,implemented,Exact printed nodes and terminal >2 column only; no interpolation rule is invented.
SP16-PROC-8.6.2-MAXIMUM-PLATE-MOMENT,8.6.2,procedure,standard_core.base_plates_and_combined_force_strength.base_plate_maximum_unit_width_moment,tests/test_base_plates_and_combined_force_strength.py,BPCS-SP16-PROC-8.6.2-MAXIMUM-PLATE-MOMENT,implemented,All relevant plate regions must be supplied explicitly.
SP16-PROC-8.6.2-TWO-SIDE-GEOMETRY,8.6.2,procedure,standard_core.base_plates_and_combined_force_strength.base_plate_two_adjacent_sides_geometry,tests/test_base_plates_and_combined_force_strength.py,BPCS-SP16-PROC-8.6.2-TWO-SIDE-GEOMETRY,implemented,Derives diagonal d1 and perpendicular distance a1 for a rectangular region.
