clause_id,standard,clause,annex,page_start,page_end,title,normative_status,contains_equations,contains_tables,contains_validation_example,implementation_relevance,comments
14.1.11,СП 16.13330.2017 «Стальные конструкции»,14.1.11,,87,87,"Угловые сварные швы, расположенные по периметру отверстий или прорезей, следует применять в нахлесточных соединениях в случаях, предусмотренных 14.1.10, для передачи усилий в плос…",normative,no,no,no,"implemented calculation, data, procedure, or documented external boundary in v0.15","Reviewed for v0.15. Executable formulas/tables/procedures are mapped; non-executable steel-selection, test-evidence, fabrication, and geometry requirements remain explicit documented boundaries."
14.1.12,СП 16.13330.2017 «Стальные конструкции»,14.1.12,,87,87,"Пробочные швы, заполняющие наплавленным металлом всю площадь круглых или щелевых отверстий следует применять в нахлесточных соединениях в случаях, предусмотренных 14.1.10, только…",normative,no,no,no,"implemented calculation, data, procedure, or documented external boundary in v0.15","Reviewed for v0.15. Executable formulas/tables/procedures are mapped; non-executable steel-selection, test-evidence, fabrication, and geometry requirements remain explicit documented boundaries."
14.1.13,СП 16.13330.2017 «Стальные конструкции»,14.1.13,,87,87,"Комбинированные соединения, в которых часть сдвигающего усилия воспринимается фрикционным соединением, а часть - сварными швами, применяют при условии, что сварка выполнена после…",normative,no,no,no,"implemented calculation, data, procedure, or documented external boundary in v0.15","Reviewed for v0.15. Executable formulas/tables/procedures are mapped; non-executable steel-selection, test-evidence, fabrication, and geometry requirements remain explicit documented boundaries."
14.1.14,СП 16.13330.2017 «Стальные конструкции»,14.1.14,,87,87,"Расчет сварных стыковых соединений при действии осевой силы N, проходящей через центр тяжести соединения, следует выполнять по формуле",normative,yes,no,no,"implemented calculation, data, procedure, or documented external boundary in v0.15","Reviewed for v0.15. Executable formulas/tables/procedures are mapped; non-executable steel-selection, test-evidence, fabrication, and geometry requirements remain explicit documented boundaries."
14.1.15,СП 16.13330.2017 «Стальные конструкции»,14.1.15,,87,87,"Сварные стыковые соединения, выполненные в отсутствие сплошного контроля качества неразрушающими",normative,no,no,no,"implemented calculation, data, procedure, or documented external boundary in v0.15","Reviewed for v0.15. Executable formulas/tables/procedures are mapped; non-executable steel-selection, test-evidence, fabrication, and geometry requirements remain explicit documented boundaries."
14.1.16,СП 16.13330.2017 «Стальные конструкции»,14.1.16,,87,88,"Расчет сварного соединения с угловыми швами, при действии силы N, проходящей через центр тяжести",normative,yes,no,no,"implemented calculation, data, procedure, or documented external boundary in v0.15","Reviewed for v0.15. Executable formulas/tables/procedures are mapped; non-executable steel-selection, test-evidence, fabrication, and geometry requirements remain explicit documented boundaries."
14.1.17,СП 16.13330.2017 «Стальные конструкции»,14.1.17,,88,88,"Расчет сварных соединений с угловыми швами при действии момента М в плоскости, перпендикулярной к",normative,yes,no,no,"implemented calculation, data, procedure, or documented external boundary in v0.15","Reviewed for v0.15. Executable formulas/tables/procedures are mapped; non-executable steel-selection, test-evidence, fabrication, and geometry requirements remain explicit documented boundaries."
14.1.18,СП 16.13330.2017 «Стальные конструкции»,14.1.18,,88,89,Расчет сварного соединения с угловыми швами при действии момента М в плоскости расположения этих швов,normative,yes,no,no,"implemented calculation, data, procedure, or documented external boundary in v0.15","Reviewed for v0.15. Executable formulas/tables/procedures are mapped; non-executable steel-selection, test-evidence, fabrication, and geometry requirements remain explicit documented boundaries."
14.1.19,СП 16.13330.2017 «Стальные конструкции»,14.1.19,,89,89,При расчете сварного соединения с угловыми швами на одновременное действие продольной N и поперечной,normative,yes,no,no,"implemented calculation, data, procedure, or documented external boundary in v0.15","Reviewed for v0.15. Executable formulas/tables/procedures are mapped; non-executable steel-selection, test-evidence, fabrication, and geometry requirements remain explicit documented boundaries."
14.1.20,СП 16.13330.2017 «Стальные конструкции»,14.1.20,,89,90,"При выполнении нахлесточных соединений элементов толщиной до 4 мм точечным швом дуговой сварки сквозного проплавления, несущую способность одной точки следует принимать равной мен…",normative,yes,no,no,"implemented calculation, data, procedure, or documented external boundary in v0.15","Reviewed for v0.15. Executable formulas/tables/procedures are mapped; non-executable steel-selection, test-evidence, fabrication, and geometry requirements remain explicit documented boundaries."
14.2,СП 16.13330.2017 «Стальные конструкции»,14.2,,90,94,Болтовые соединения,normative,no,no,no,calculation or executable procedure,Page range is based on PDF page numbering; adjoining clauses may share a boundary page. Implemented/classified in v0.16.
14.2.1,СП 16.13330.2017 «Стальные конструкции»,14.2.1,,90,90,Для болтовых соединений элементов стальных конструкций следует применять болты согласно таблицам Г.3-,normative,no,no,no,calculation or executable procedure,Page range is based on PDF page numbering; adjoining clauses may share a boundary page. Implemented/classified in v0.16.
14.2.2,СП 16.13330.2017 «Стальные конструкции»,14.2.2,,90,90,"Болты следует размещать согласно требованиям таблицы 40, при этом в стыках и в узлах - на минимальных",normative,no,no,no,calculation or executable procedure,Page range is based on PDF page numbering; adjoining clauses may share a boundary page. Implemented/classified in v0.16.
14.2.3,СП 16.13330.2017 «Стальные конструкции»,14.2.3,,90,90,"Болты класса точности А следует применять для соединений, в которых отверстия просверлены на проектный",normative,no,no,no,calculation or executable procedure,Page range is based on PDF page numbering; adjoining clauses may share a boundary page. Implemented/classified in v0.16.
14.2.4,СП 16.13330.2017 «Стальные конструкции»,14.2.4,,90,90,"Болты, имеющие по длине ненарезанной части участки с различными диаметрами, не следует применять в",normative,no,no,no,calculation or executable procedure,Page range is based on PDF page numbering; adjoining clauses may share a boundary page. Implemented/classified in v0.16.
14.2.5,СП 16.13330.2017 «Стальные конструкции»,14.2.5,,90,90,"Резьба болта, воспринимающего сдвигающее усилие, в элементах структурных конструкций, опор линий",normative,no,no,no,calculation or executable procedure,Page range is based on PDF page numbering; adjoining clauses may share a boundary page. Implemented/classified in v0.16.
14.2.6,СП 16.13330.2017 «Стальные конструкции»,14.2.6,,90,90,Установливать шайбы на болты следует по СП 70.13330 В расчетных соединениях с болтами классов точности А и В (за исключением крепления второстепенных,normative,no,no,no,calculation or executable procedure,Page range is based on PDF page numbering; adjoining clauses may share a boundary page. Implemented/classified in v0.16.
14.2.7,СП 16.13330.2017 «Стальные конструкции»,14.2.7,,90,90,На скошенных поверхностях соединяемых деталей и элементов (внутренние грани полок двутавров и швеллеров) под головки болтов или гайки следует устанавливать косые шайбы,normative,no,no,no,calculation or executable procedure,Page range is based on PDF page numbering; adjoining clauses may share a boundary page. Implemented/classified in v0.16.
14.2.8,СП 16.13330.2017 «Стальные конструкции»,14.2.8,,90,92,Диаметр отверстия для болтов в элементах из проката должен соответствовать примечанию 1 таблицы 40,normative,no,yes,no,calculation or executable procedure,Page range is based on PDF page numbering; adjoining clauses may share a boundary page. Implemented/classified in v0.16.
14.2.9,СП 16.13330.2017 «Стальные конструкции»,14.2.9,,92,93,"Расчетное усилие, которое может быть воспринято одним болтом, в зависимости от вида напряженного",normative,yes,yes,no,calculation or executable procedure,Page range is based on PDF page numbering; adjoining clauses may share a boundary page. Implemented/classified in v0.16.
14.2.10,СП 16.13330.2017 «Стальные конструкции»,14.2.10,,93,93,"При действии на болтовое соединение силы N, проходящей через центр тяжести соединения, распределение",normative,yes,no,no,calculation or executable procedure,Page range is based on PDF page numbering; adjoining clauses may share a boundary page. Implemented/classified in v0.16.
14.2.11,СП 16.13330.2017 «Стальные конструкции»,14.2.11,,93,93,"При действии на болтовое соединение момента, вызывающего сдвиг соединяемых элементов, распределение",normative,no,no,no,calculation or executable procedure,Page range is based on PDF page numbering; adjoining clauses may share a boundary page. Implemented/classified in v0.16.
14.2.12,СП 16.13330.2017 «Стальные конструкции»,14.2.12,,93,93,"При одновременном действии на болтовое соединение силы и момента, действующих в одной плоскости и",normative,no,no,no,calculation or executable procedure,Page range is based on PDF page numbering; adjoining clauses may share a boundary page. Implemented/classified in v0.16.
14.2.13,СП 16.13330.2017 «Стальные конструкции»,14.2.13,,93,94,"При одновременном действии на болтовое соединение усилий, вызывающих срез и растяжение болтов наиболее напряженный болт, наряду с проверкой по формуле (188), следует проверять по…",normative,yes,no,no,calculation or executable procedure,Page range is based on PDF page numbering; adjoining clauses may share a boundary page. Implemented/classified in v0.16.
14.2.14,СП 16.13330.2017 «Стальные конструкции»,14.2.14,,94,94,"В креплениях одного элемента к другому через прокладки или иные промежуточные элементы, а также в",normative,no,no,no,calculation or executable procedure,Page range is based on PDF page numbering; adjoining clauses may share a boundary page. Implemented/classified in v0.16.
14.2.15,СП 16.13330.2017 «Стальные конструкции»,14.2.15,,94,94,Фундаментные (анкерные) болты следует проверять согласно требованиям СП 43.13330,normative,no,no,no,calculation or executable procedure,Page range is based on PDF page numbering; adjoining clauses may share a boundary page. Implemented/classified in v0.16.
14.3,СП 16.13330.2017 «Стальные конструкции»,14.3,,94,96,Фрикционные соединения (на болтах c контролируемым натяжением),normative,no,no,no,calculation or executable procedure,Page range is based on PDF page numbering; adjoining clauses may share a boundary page. Implemented/classified in v0.16.
14.3.1,СП 16.13330.2017 «Стальные конструкции»,14.3.1,,94,94,"Фрикционные соединения, в которых усилия передаются через трение, возникающее по соприкасающимся",normative,no,no,no,calculation or executable procedure,Page range is based on PDF page numbering; adjoining clauses may share a boundary page. Implemented/classified in v0.16.
14.3.2,СП 16.13330.2017 «Стальные конструкции»,14.3.2,,94,94,"Во фрикционных соединениях следует применять болты, гайки и шайбы согласно требованиям 5.7 с увеличенными размерами головок и гаек с соответствующими шайбами",normative,no,no,no,calculation or executable procedure,Page range is based on PDF page numbering; adjoining clauses may share a boundary page. Implemented/classified in v0.16.
14.3.3,СП 16.13330.2017 «Стальные конструкции»,14.3.3,,94,95,"Расчетное усилие, которое может быть воспринято каждой плоскостью трения элементов, стянутых одним",normative,yes,yes,no,calculation or executable procedure,Page range is based on PDF page numbering; adjoining clauses may share a boundary page. Implemented/classified in v0.16.
14.3.4,СП 16.13330.2017 «Стальные конструкции»,14.3.4,,95,95,"При действии на фрикционное соединение силы N, вызывающей сдвиг соединяемых элементов и проходящей",normative,yes,no,no,calculation or executable procedure,Page range is based on PDF page numbering; adjoining clauses may share a boundary page. Implemented/classified in v0.16.
14.3.5,СП 16.13330.2017 «Стальные конструкции»,14.3.5,,95,95,"При действии на фрикционное соединение момента или силы и момента, вызывающих сдвиг соединяемых",normative,no,no,no,calculation or executable procedure,Page range is based on PDF page numbering; adjoining clauses may share a boundary page. Implemented/classified in v0.16.
14.3.6,СП 16.13330.2017 «Стальные конструкции»,14.3.6,,95,95,"При действии на фрикционное соединение помимо силы N, вызывающей сдвиг соединяемых элементов, силы",normative,no,no,no,calculation or executable procedure,Page range is based on PDF page numbering; adjoining clauses may share a boundary page. Implemented/classified in v0.16.
14.3.7,СП 16.13330.2017 «Стальные конструкции»,14.3.7,,95,95,"Диаметр болта во фрикционном соединении следует принимать при условии толщина соединяемых элементов, сдвигаемых в одном направлении",normative,no,no,no,calculation or executable procedure,Page range is based on PDF page numbering; adjoining clauses may share a boundary page. Implemented/classified in v0.16.
14.3.8,СП 16.13330.2017 «Стальные конструкции»,14.3.8,,95,96,"В проекте должны быть указаны марки стали и механические свойства болтов, гаек и шайб и обозначения НД",normative,no,no,no,calculation or executable procedure,Page range is based on PDF page numbering; adjoining clauses may share a boundary page. Implemented/classified in v0.16.
14.3.9,СП 16.13330.2017 «Стальные конструкции»,14.3.9,,96,96,При проектировании фрикционных соединений следует обеспечивать возможность свободного доступа для,normative,no,no,no,calculation or executable procedure,Page range is based on PDF page numbering; adjoining clauses may share a boundary page. Implemented/classified in v0.16.
14.3.10,СП 16.13330.2017 «Стальные конструкции»,14.3.10,,96,96,"Для болтов с контролируемым натяжением с увеличенными размерами головок и гаек и при разности номинальных диаметров отверстия и болта не более 3 мм, а в конструкциях из стали с вр…",normative,no,no,no,calculation or executable procedure,Page range is based on PDF page numbering; adjoining clauses may share a boundary page. Implemented/classified in v0.16.
14.3.11,СП 16.13330.2017 «Стальные конструкции»,14.3.11,,96,96,"Расчет на прочность соединяемых элементов, ослабленных отверстиями во фрикционном соединении, следует",normative,no,no,no,calculation or executable procedure,Page range is based on PDF page numbering; adjoining clauses may share a boundary page. Implemented/classified in v0.16.
14.4,СП 16.13330.2017 «Стальные конструкции»,14.4,,96,97,Поясные соединения в составных балках,normative,no,no,no,implemented calculation procedure,"Implemented in v0.17 with equations (193)-(198), Table 43, load routing, full-penetration classification, and multilayer-sheet attachment procedure."
14.4.1,СП 16.13330.2017 «Стальные конструкции»,14.4.1,,96,97,Сварные и фрикционные поясные соединения составной двутавровой балки следует рассчитывать по формулам,normative,yes,yes,no,implemented calculation procedure,"Implemented in v0.17 with equations (193)-(198), Table 43, load routing, full-penetration classification, and multilayer-sheet attachment procedure."
14.4.2,СП 16.13330.2017 «Стальные конструкции»,14.4.2,,97,97,В балках с фрикционными поясными соединениями с многолистовыми поясными пакетами прикрепление каждого из листов за местом своего теоретического обрыва следует рассчитывать на поло…,normative,no,no,no,implemented calculation procedure,"Implemented in v0.17 with equations (193)-(198), Table 43, load routing, full-penetration classification, and multilayer-sheet attachment procedure."
15,СП 16.13330.2017 «Стальные конструкции»,15,,97,108,"Требования по проектированию зданий, сооружений и конструкций",normative,no,no,no,documentation/external boundary,Page range is based on PDF page numbering; adjoining clauses may share a boundary page. Section 15 execution category recorded in data/section_15_requirement_classification.json.
15.1,СП 16.13330.2017 «Стальные конструкции»,15.1,,97,98,Расстояния между температурными швами Расстояния превышать наибольших значений,normative,no,yes,no,implemented calculation/data and decision route,Table 44 and analysis triggers implemented in v0.18.
15.2,СП 16.13330.2017 «Стальные конструкции»,15.2,,98,99,Фермы и структурные плиты покрытий,normative,no,no,no,documentation/external boundary,Page range is based on PDF page numbering; adjoining clauses may share a boundary page. Section 15 execution category recorded in data/section_15_requirement_classification.json.
15.2.1,СП 16.13330.2017 «Стальные конструкции»,15.2.1,,98,98,Оси стержней ферм и структур следует центрировать в узлах для сварных ферм по центрам тяжести сечений (с,normative,no,no,no,documentation/external boundary,Page range is based on PDF page numbering; adjoining clauses may share a boundary page. Section 15 execution category recorded in data/section_15_requirement_classification.json.
15.2.2,СП 16.13330.2017 «Стальные конструкции»,15.2.2,,98,98,"При расчете плоских ферм соединения элементов в узлах ферм принимаются шарнирными при сечениях элементов из уголков или тавров при двутавровых, Н-образных и трубчатых сечениях эле…",normative,no,no,no,documentation/external boundary,Page range is based on PDF page numbering; adjoining clauses may share a boundary page. Section 15 execution category recorded in data/section_15_requirement_classification.json.
15.2.3,СП 16.13330.2017 «Стальные конструкции»,15.2.3,,98,98,Расстояние между краями элементов решетки и пояса в узлах сварных ферм с фасонками a следует принимать,normative,no,no,no,documentation/external boundary,Page range is based on PDF page numbering; adjoining clauses may share a boundary page. Section 15 execution category recorded in data/section_15_requirement_classification.json.
15.2.4,СП 16.13330.2017 «Стальные конструкции»,15.2.4,,98,99,"В узлах ферм с поясами из тавров, двутавров и одиночных уголков крепления фасонок к полкам поясов встык",normative,no,no,no,documentation/external boundary,Page range is based on PDF page numbering; adjoining clauses may share a boundary page. Section 15 execution category recorded in data/section_15_requirement_classification.json.
15.2.5,СП 16.13330.2017 «Стальные конструкции»,15.2.5,,99,99,При расчете узлов ферм со стержнями трубчатого и двутаврового сечений и прикреплением элементов решетки,normative,no,no,no,documentation/external boundary,Page range is based on PDF page numbering; adjoining clauses may share a boundary page. Section 15 execution category recorded in data/section_15_requirement_classification.json.
15.2.6,СП 16.13330.2017 «Стальные конструкции»,15.2.6,,99,99,"При пролетах ферм покрытий свыше 36 м следует предусматривать строительный подъем, равный прогибу от",normative,no,no,no,documentation/external boundary,Page range is based on PDF page numbering; adjoining clauses may share a boundary page. Section 15 execution category recorded in data/section_15_requirement_classification.json.
15.2.7,СП 16.13330.2017 «Стальные конструкции»,15.2.7,,99,99,Фермы с сечениями всех элементов из гнутосварных прямоугольных (квадратных) профилей с непосредственным примыканием решетки к поясам и с нисходящим опорным раскосом допускается пр…,normative,no,no,no,documentation/external boundary,Page range is based on PDF page numbering; adjoining clauses may share a boundary page. Section 15 execution category recorded in data/section_15_requirement_classification.json.
15.3,СП 16.13330.2017 «Стальные конструкции»,15.3,,99,100,Колонны,normative,no,no,no,documentation/external boundary,Page range is based on PDF page numbering; adjoining clauses may share a boundary page. Section 15 execution category recorded in data/section_15_requirement_classification.json.
15.3.1,СП 16.13330.2017 «Стальные конструкции»,15.3.1,,99,99,Отправочные элементы сквозных колонн с решетками в двух плоскостях следует укреплять диафрагмами,normative,no,no,no,documentation/external boundary,Page range is based on PDF page numbering; adjoining clauses may share a boundary page. Section 15 execution category recorded in data/section_15_requirement_classification.json.
15.3.2,СП 16.13330.2017 «Стальные конструкции»,15.3.2,,99,99,"В колоннах и стойках с односторонними поясными швами согласно 14.1.9 в узлах крепления связей, балок",normative,no,no,no,documentation/external boundary,Page range is based on PDF page numbering; adjoining clauses may share a boundary page. Section 15 execution category recorded in data/section_15_requirement_classification.json.
15.3.3,СП 16.13330.2017 «Стальные конструкции»,15.3.3,,99,99,"Угловые швы, прикрепляющие фасонки соединительной решетки к колоннам внахлестку, следует назначать по",normative,no,no,no,documentation/external boundary,Page range is based on PDF page numbering; adjoining clauses may share a boundary page. Section 15 execution category recorded in data/section_15_requirement_classification.json.
15.3.4,СП 16.13330.2017 «Стальные конструкции»,15.3.4,,99,99,"Монтажные стыки колонн следует выполнять с фрезерованными торцами, сваренными встык, на накладках со",normative,no,no,no,documentation/external boundary,Page range is based on PDF page numbering; adjoining clauses may share a boundary page. Section 15 execution category recorded in data/section_15_requirement_classification.json.
15.3.5,СП 16.13330.2017 «Стальные конструкции»,15.3.5,,99,100,"В сквозных колоннах, ветви которых соединены планками, следует принимать",normative,no,no,no,documentation/external boundary,Page range is based on PDF page numbering; adjoining clauses may share a boundary page. Section 15 execution category recorded in data/section_15_requirement_classification.json.
15.4,СП 16.13330.2017 «Стальные конструкции»,15.4,,100,102,Связи,normative,no,no,no,documentation/external boundary,Page range is based on PDF page numbering; adjoining clauses may share a boundary page. Section 15 execution category recorded in data/section_15_requirement_classification.json.
15.4.1,СП 16.13330.2017 «Стальные конструкции»,15.4.1,,100,100,"В каждом температурном блоке здания следует предусматривать самостоятельную систему связей объединяющих плоские элементы в пространственную систему, способную воспринимать нагрузк…",normative,no,no,no,documentation/external boundary,Page range is based on PDF page numbering; adjoining clauses may share a boundary page. Section 15 execution category recorded in data/section_15_requirement_classification.json.
15.4.2,СП 16.13330.2017 «Стальные конструкции»,15.4.2,,100,100,Нижние пояса балок и ферм крановых путей пролетом свыше 12 м следует укреплять горизонтальными связями,normative,no,no,no,documentation/external boundary,Page range is based on PDF page numbering; adjoining clauses may share a boundary page. Section 15 execution category recorded in data/section_15_requirement_classification.json.
15.4.3,СП 16.13330.2017 «Стальные конструкции»,15.4.3,,100,100,Для зданий с балками крановых путей вертикальные связи между основными колоннами располагаются в двух,normative,no,no,no,documentation/external boundary,Page range is based on PDF page numbering; adjoining clauses may share a boundary page. Section 15 execution category recorded in data/section_15_requirement_classification.json.
15.4.4,СП 16.13330.2017 «Стальные конструкции»,15.4.4,,100,100,Система связей покрытия зависит от: типа каркаса (стальной или смешанный); конструктивных особенностей,normative,no,no,no,documentation/external boundary,Page range is based on PDF page numbering; adjoining clauses may share a boundary page. Section 15 execution category recorded in data/section_15_requirement_classification.json.
15.4.5,СП 16.13330.2017 «Стальные конструкции»,15.4.5,,100,101,"В зданиях с прогонами, в уровне нижних поясов стропильных ферм с восходящими раскосами, опирающимися",normative,no,no,no,documentation/external boundary,Page range is based on PDF page numbering; adjoining clauses may share a boundary page. Section 15 execution category recorded in data/section_15_requirement_classification.json.
15.4.6,СП 16.13330.2017 «Стальные конструкции»,15.4.6,,101,101,По верхним поясам стропильных ферм поперечные горизонтальные связи при покрытии с прогонами следует,normative,no,no,no,documentation/external boundary,Page range is based on PDF page numbering; adjoining clauses may share a boundary page. Section 15 execution category recorded in data/section_15_requirement_classification.json.
15.4.7,СП 16.13330.2017 «Стальные конструкции»,15.4.7,,101,101,При наличии жесткого диска кровли в уровне верхних поясов ферм в покрытиях с уклоном кровли не более 10°,normative,no,no,no,documentation/external boundary,Page range is based on PDF page numbering; adjoining clauses may share a boundary page. Section 15 execution category recorded in data/section_15_requirement_classification.json.
15.4.8,СП 16.13330.2017 «Стальные конструкции»,15.4.8,,101,101,При наличии жесткого диска кровли в соответствии с требованиями 15.4.7 в уровне верхних поясов ферм,normative,no,no,no,documentation/external boundary,Page range is based on PDF page numbering; adjoining clauses may share a boundary page. Section 15 execution category recorded in data/section_15_requirement_classification.json.
15.4.9,СП 16.13330.2017 «Стальные конструкции»,15.4.9,,101,101,При расположении покрытий в разных уровнях необходимо предусматривать по одной продольной системе,normative,no,no,no,documentation/external boundary,Page range is based on PDF page numbering; adjoining clauses may share a boundary page. Section 15 execution category recorded in data/section_15_requirement_classification.json.
15.4.10,СП 16.13330.2017 «Стальные конструкции»,15.4.10,,101,102,В местах расположения поперечных связей покрытия следует предусматривать установку вертикальных,normative,no,no,no,documentation/external boundary,Page range is based on PDF page numbering; adjoining clauses may share a boundary page. Section 15 execution category recorded in data/section_15_requirement_classification.json.
15.4.11,СП 16.13330.2017 «Стальные конструкции»,15.4.11,,102,102,Горизонтальные связи по верхним и нижним поясам разрезных ферм пролетных строений транспортерных,normative,no,no,no,documentation/external boundary,Page range is based on PDF page numbering; adjoining clauses may share a boundary page. Section 15 execution category recorded in data/section_15_requirement_classification.json.
15.4.12,СП 16.13330.2017 «Стальные конструкции»,15.4.12,,102,102,"При применении крестовой решетки связей покрытий, за исключением уникальных зданий и сооружений",normative,no,no,no,documentation/external boundary,Page range is based on PDF page numbering; adjoining clauses may share a boundary page. Section 15 execution category recorded in data/section_15_requirement_classification.json.
15.4.13,СП 16.13330.2017 «Стальные конструкции»,15.4.13,,102,102,"В висячих покрытиях с плоскостными несущими системами (двухпоясными, изгибно-жесткими вантами и т.п.)",normative,no,no,no,documentation/external boundary,Page range is based on PDF page numbering; adjoining clauses may share a boundary page. Section 15 execution category recorded in data/section_15_requirement_classification.json.
15.4.14,СП 16.13330.2017 «Стальные конструкции»,15.4.14,,102,102,"Крепление связей осуществляют на болтах класса точности В В зданиях, оборудованных кранами большой грузоподъемности и режимов работы 7К и 8К, а также в случае",normative,no,no,no,documentation/external boundary,Page range is based on PDF page numbering; adjoining clauses may share a boundary page. Section 15 execution category recorded in data/section_15_requirement_classification.json.
15.4.15,СП 16.13330.2017 «Стальные конструкции»,15.4.15,,102,102,Тяжи в качестве элементов связей должны использоваться в несущих конструкциях для зданий и сооружений,normative,no,no,no,documentation/external boundary,Page range is based on PDF page numbering; adjoining clauses may share a boundary page. Section 15 execution category recorded in data/section_15_requirement_classification.json.
15.5,СП 16.13330.2017 «Стальные конструкции»,15.5,,102,103,Балки и рамные конструкции,normative,no,no,no,documentation/external boundary,Page range is based on PDF page numbering; adjoining clauses may share a boundary page. Section 15 execution category recorded in data/section_15_requirement_classification.json.
15.5.1,СП 16.13330.2017 «Стальные конструкции»,15.5.1,,102,102,"Пакеты листов для поясов сварных двутавровых балок применять не следует Для поясов балок с фрикционными соединениями следует применять пакеты, состоящие не более чем из трех листов",normative,no,no,no,documentation/external boundary,Page range is based on PDF page numbering; adjoining clauses may share a boundary page. Section 15 execution category recorded in data/section_15_requirement_classification.json.
15.5.2,СП 16.13330.2017 «Стальные конструкции»,15.5.2,,102,102,"Поясные швы сварных балок, а также швы, присоединяющие к основному сечению балки вспомогательные",normative,no,no,no,documentation/external boundary,Page range is based on PDF page numbering; adjoining clauses may share a boundary page. Section 15 execution category recorded in data/section_15_requirement_classification.json.
15.5.3,СП 16.13330.2017 «Стальные конструкции»,15.5.3,,102,103,"При применении односторонних поясных швов в сварных двутавровых балках 1-го класса, несущих статическую нагрузку, следует выполнять следующие требования",normative,no,no,no,documentation/external boundary,Page range is based on PDF page numbering; adjoining clauses may share a boundary page. Section 15 execution category recorded in data/section_15_requirement_classification.json.
15.5.4,СП 16.13330.2017 «Стальные конструкции»,15.5.4,,103,103,Ребра жесткости сварных балок должны быть удалены от стыков стенки на расстояние не менее 10 толщин,normative,no,no,no,documentation/external boundary,Page range is based on PDF page numbering; adjoining clauses may share a boundary page. Section 15 execution category recorded in data/section_15_requirement_classification.json.
15.5.5,СП 16.13330.2017 «Стальные конструкции»,15.5.5,,103,103,В сварных двутавровых балках конструкций групп 2-4 применяются односторонние ребра жесткости с расположением их с одной стороны балки и приваркой их к поясам балки,normative,no,no,no,documentation/external boundary,Page range is based on PDF page numbering; adjoining clauses may share a boundary page. Section 15 execution category recorded in data/section_15_requirement_classification.json.
15.5.6,СП 16.13330.2017 «Стальные конструкции»,15.5.6,,103,103,"Рама - упругая неизменяемая система, составленная из прямолинейных или криволинейных элементов связанных между собой жестко или шарнирно в узлах (в местах пересечения элементов) и…",normative,no,no,no,documentation/external boundary,Page range is based on PDF page numbering; adjoining clauses may share a boundary page. Section 15 execution category recorded in data/section_15_requirement_classification.json.
15.6,СП 16.13330.2017 «Стальные конструкции»,15.6,,103,103,Балки крановых путей,normative,no,no,no,documentation/external boundary,Page range is based on PDF page numbering; adjoining clauses may share a boundary page. Section 15 execution category recorded in data/section_15_requirement_classification.json.
15.6.1,СП 16.13330.2017 «Стальные конструкции»,15.6.1,,103,103,Верхние поясные швы в балках крановых путей для кранов групп режимов работы 7К (в цехах металлургических производств) и 8К (по СП 20.13330) следует выполнять с проваром на всю тол…,normative,no,no,no,documentation/external boundary,Page range is based on PDF page numbering; adjoining clauses may share a boundary page. Section 15 execution category recorded in data/section_15_requirement_classification.json.
15.6.2,СП 16.13330.2017 «Стальные конструкции»,15.6.2,,103,103,"Свободные кромки растянутых поясов балок крановых путей и балок рабочих площадок, непосредственно",normative,no,no,no,documentation/external boundary,Page range is based on PDF page numbering; adjoining clauses may share a boundary page. Section 15 execution category recorded in data/section_15_requirement_classification.json.
15.6.3,СП 16.13330.2017 «Стальные конструкции»,15.6.3,,103,103,"Размеры ребер жесткости балок крановых путей должны удовлетворять требованиям 8.5.9, 8.5.10 и 8.5.17, при",normative,no,no,no,documentation/external boundary,Page range is based on PDF page numbering; adjoining clauses may share a boundary page. Section 15 execution category recorded in data/section_15_requirement_classification.json.
15.7,СП 16.13330.2017 «Стальные конструкции»,15.7,,103,104,Листовые конструкции,normative,no,no,no,documentation/external boundary,Page range is based on PDF page numbering; adjoining clauses may share a boundary page. Section 15 execution category recorded in data/section_15_requirement_classification.json.
15.7.1,СП 16.13330.2017 «Стальные конструкции»,15.7.1,,103,103,Контур поперечных элементов жесткости оболочек следует проектировать замкнутым,normative,no,no,no,documentation/external boundary,Page range is based on PDF page numbering; adjoining clauses may share a boundary page. Section 15 execution category recorded in data/section_15_requirement_classification.json.
15.7.2,СП 16.13330.2017 «Стальные конструкции»,15.7.2,,103,103,Передачу сосредоточенных нагрузок на листовые конструкции следует предусматривать через элементы,normative,no,no,no,documentation/external boundary,Page range is based on PDF page numbering; adjoining clauses may share a boundary page. Section 15 execution category recorded in data/section_15_requirement_classification.json.
15.7.3,СП 16.13330.2017 «Стальные конструкции»,15.7.3,,103,104,В местах сопряжений оболочек различной формы следует применять плавные переходы для уменьшения местных напряжений,normative,no,no,no,documentation/external boundary,Page range is based on PDF page numbering; adjoining clauses may share a boundary page. Section 15 execution category recorded in data/section_15_requirement_classification.json.
15.7.4,СП 16.13330.2017 «Стальные конструкции»,15.7.4,,104,104,Выполнение всех стыковых швов следует предусматривать двусторонней или односторонней сваркой с подваркой корня или на подкладках В проекте следует указывать на необходимость обесп…,normative,no,no,no,documentation/external boundary,Page range is based on PDF page numbering; adjoining clauses may share a boundary page. Section 15 execution category recorded in data/section_15_requirement_classification.json.
